Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Mississippi,US,4/28/2020 2:32:46 AM,32.7416,-89.6787,6094,229,null,5865,28,210.485886,63462,1060,3.757794552,84000028,USA,2191.968378,17.39415819
Missouri,US,4/28/2020 2:32:46 AM,38.4561,-92.2884,7305,343,null,6962,29,124.6702766,71106,679,4.6954141,84000029,USA,1213.525624,9.295003422
Montana,US,4/28/2020 2:32:46 AM,46.9219,-110.4544,449,14,352,435,30,51.84835338,13033,61,3.118040089,84000030,USA,1504.98795,13.5857461
Nebraska,US,4/28/2020 2:32:46 AM,41.1254,-98.2681,3358,56,null,3302,31,220.1574539,22363,null,1.667659321,84000031,USA,1466.164723,null
Nevada,US,4/28/2020 2:32:46 AM,38.3135,-117.0554,4700,206,null,4494,32,155.7995384,38813,null,4.382978723,84000032,USA,1286.605847,null
New Hampshire,US,4/28/2020 2:32:46 AM,43.4525,-71.5639,1938,60,779,1878,33,145.9174731,19724,242,3.095975232,84000033,USA,1485.075458,12.4871001
New Jersey,US,4/28/2020 2:32:46 AM,40.2989,-74.521,111188,6044,null,105144,34,1251.808394,227775,6407,5.4358384,84000034,USA,2564.401347,5.76231248
New Mexico,US,4/28/2020 2:32:46 AM,34.8405,-106.2485,2825,99,650,2726,35,169.4119397,56615,412,3.504424779,84000035,USA,3395.135209,14.5840708
New York,US,4/28/2020 2:32:46 AM,42.1657,-74.9481,291996,22668,23887,269328,36,1731.780838,826095,57103,7.763120043,84000036,USA,4899.435236,19.55608981
North Carolina,US,4/28/2020 2:32:46 AM,35.6301,-79.8064,9428,340,null,9088,37,95.06068588,109920,473,3.606279168,84000037,USA,1108.30193,5.016970725
North Dakota,US,4/28/2020 2:32:46 AM,47.5289,-99.784,942,19,350,923,38,155.3383969,22434,77,2.016985138,84000038,USA,3699.428447,8.174097665
Northern Mariana Islands,US,4/28/2020 2:32:46 AM,15.0979,145.6739,14,2,11,12,69,25.38807486,65,null,14.28571429,580,MNP,117.8732047,null
Ohio,US,4/28/2020 2:32:46 AM,40.3888,-82.7649,16325,753,null,15572,39,146.0999153,119391,3232,4.612557427,84000039,USA,1068.484839,19.79785605
Oklahoma,US,4/28/2020 2:32:46 AM,35.5653,-96.9289,3281,197,2167,3084,40,89.70279694,53171,656,6.004266992,84000040,USA,1453.699304,19.9939043
Oregon,US,4/28/2020 2:32:46 AM,44.572,-122.0709,2354,92,null,2262,41,58.74610751,51198,554,3.908241291,84000041,USA,1277.690405,23.53440952
Pennsylvania,US,4/28/2020 2:32:46 AM,40.5908,-77.2098,43558,1886,null,41672,42,346.0417905,203422,2800,4.329859039,84000042,USA,1616.06394,6.428210662
Puerto Rico,US,4/28/2020 2:32:46 AM,18.2208,-66.5901,1389,84,null,1305,72,47.35106743,10702,null,6.047516199,630,PRI,364.8316225,null
Rhode Island,US,4/28/2020 2:32:46 AM,41.6809,-71.5118,7708,233,452,7475,44,727.6084357,55885,718,3.02283342,84000044,USA,5275.349952,9.314997405
South Carolina,US,4/28/2020 2:32:46 AM,33.8569,-80.945,5613,177,3701,5436,45,111.3696,50761,944,3.153393907,84000045,USA,1007.167694,16.81810084
South Dakota,US,4/28/2020 2:32:46 AM,44.2998,-99.4388,2244,11,1316,2233,46,304.9360504,16375,150,0.490196078,84000046,USA,2225.190653,6.684491979
Tennessee,US,4/28/2020 2:32:46 AM,35.7478,-86.6923,9918,184,4720,9734,47,151.0755105,154402,837,1.855212745,84000047,USA,2351.921856,8.439201452
Texas,US,4/28/2020 2:32:46 AM,31.0545,-97.5635,25321,666,11170,24655,48,110.165254,290517,1563,2.630227874,84000048,USA,1263.965842,6.172741993
Utah,US,4/28/2020 2:32:46 AM,40.15,-111.8624,4236,41,1641,4195,49,147.8079,100195,349,0.96789424,84000049,USA,3496.131383,8.238904627
Vermont,US,4/28/2020 2:32:46 AM,44.0459,-72.7107,855,47,null,808,50,140.0282677,15073,33,5.497076023,84000050,USA,2468.591905,3.859649123
Virgin Islands,US,4/28/2020 2:32:46 AM,18.3358,-64.8963,57,4,51,53,78,53.13793489,775,null,7.01754386,850,VIR,722.4894656,null
Virginia,US,4/28/2020 2:32:46 AM,37.7693,-78.17,13538,460,1843,13078,51,171.2103986,80679,3298,3.397843108,84000051,USA,1020.319379,24.36105776
Washington,US,4/28/2020 2:32:46 AM,47.4009,-121.4905,13686,764,null,12922,53,181.285858,175477,536,5.582346924,84000053,USA,2324.382471,3.916410931
West Virginia,US,4/28/2020 2:32:46 AM,38.4912,-80.9545,1063,34,455,1029,54,80.3478161,43039,100,3.198494826,84000054,USA,3253.141728,9.407337723
Wisconsin,US,4/28/2020 2:32:46 AM,44.2685,-89.6165,6081,281,null,5800,55,117.5169884,67392,1415,4.620950502,84000055,USA,1302.368834,23.26919914
Wyoming,US,4/28/2020 2:32:46 AM,42.756,-107.3025,520,7,342,513,56,104.5772665,8167,54,1.346153846,84000056,USA,1642.466415,10.38461538
Recovered,US,4/28/2020 2:32:46 AM,null,null,0,0,111424,-111424,null,null,null,null,null,84070001,USA,null,null
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
