Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Guam,US,4/29/2020 2:32:33 AM,13.4443,144.7937,141,5,129,136,66,85.85572585,1683,null,3.546099291,316,GUM,1024.788557,null
Hawaii,US,4/29/2020 2:32:33 AM,21.0943,-157.4983,609,16,493,593,15,43.01497543,29183,68,2.6272578,84000015,USA,2061.257845,11.16584565
Idaho,US,4/29/2020 2:32:33 AM,44.2405,-114.4788,1952,60,1039,1892,16,121.2048206,20052,172,3.073770492,84000016,USA,1245.081487,8.81147541
Illinois,US,4/29/2020 2:32:33 AM,40.3495,-88.9861,48102,2125,null,45977,17,409.8791946,242189,null,4.41769573,84000017,USA,2063.702804,null
Indiana,US,4/29/2020 2:32:33 AM,39.8494,-86.2583,16588,901,null,15687,18,253.48434,87181,null,5.431637328,84000018,USA,1332.229217,null
Iowa,US,4/29/2020 2:32:33 AM,42.0115,-93.2105,6376,136,2164,6240,19,243.2925696,39823,null,2.132998745,84000019,USA,1519.548306,null
Kansas,US,4/29/2020 2:32:33 AM,38.5266,-96.7265,3652,127,null,3525,20,149.7649363,28090,504,3.47754655,84000020,USA,1151.943335,13.80065717
Kentucky,US,4/29/2020 2:32:33 AM,37.6681,-84.6701,4375,225,1521,4150,21,127.8005482,48799,1281,5.142857143,84000021,USA,1425.494617,29.28
Louisiana,US,4/29/2020 2:32:33 AM,31.1695,-91.8678,27286,1801,17303,25485,22,593.5266743,151108,null,6.600454446,84000022,USA,3286.91009,null
Maine,US,4/29/2020 2:32:33 AM,44.6939,-69.3819,1040,51,585,989,23,88.58557793,17824,163,4.903846154,84000023,USA,1518.22052,15.67307692
Maryland,US,4/29/2020 2:32:33 AM,39.0639,-76.8021,20113,1016,1295,19097,24,338.4126925,107785,4268,5.051459255,84000024,USA,1813.544079,21.2201064
Massachusetts,US,4/29/2020 2:32:33 AM,42.2302,-71.5301,58302,3153,null,55149,25,849.4163268,254500,5515,5.408047751,84000025,USA,3707.873746,9.459366746
Michigan,US,4/29/2020 2:32:33 AM,43.3266,-84.5361,39262,3568,8342,35694,26,492.7918121,164805,null,9.087667465,84000026,USA,2068.52821,null
Minnesota,US,4/29/2020 2:32:33 AM,45.6945,-93.9002,4181,301,1912,3880,27,84.52533395,63829,912,7.199234633,84000027,USA,1290.401229,21.81296341
Mississippi,US,4/29/2020 2:32:33 AM,32.7416,-89.6787,6342,239,null,6103,28,219.0517704,64412,1088,3.768527278,84000028,USA,2224.781242,17.15547146
Missouri,US,4/29/2020 2:32:33 AM,38.4561,-92.2884,7450,330,null,7120,29,127.144909,73503,null,4.429530201,84000029,USA,1254.433859,null
Montana,US,4/29/2020 2:32:33 AM,46.9219,-110.4544,451,15,356,436,30,52.07930373,13191,61,3.32594235,84000030,USA,1523.233028,13.52549889
Nebraska,US,4/29/2020 2:32:33 AM,41.1254,-98.2681,3517,56,null,3461,31,230.5818241,23605,null,1.592266136,84000031,USA,1547.592823,null
Nevada,US,4/29/2020 2:32:33 AM,38.3135,-117.0554,4821,219,null,4602,32,159.8105478,40119,null,4.542626011,84000032,USA,1329.89823,null
New Hampshire,US,4/29/2020 2:32:33 AM,43.4525,-71.5639,2010,60,798,1950,33,151.3385556,20145,246,2.985074627,84000033,USA,1516.773733,12.23880597
New Jersey,US,4/29/2020 2:32:33 AM,40.2989,-74.521,113856,6442,15642,107414,34,1281.846031,234359,null,5.658024171,84000034,USA,2638.52721,null
New Mexico,US,4/29/2020 2:32:33 AM,34.8405,-106.2485,2974,105,666,2869,35,178.3472951,58803,481,3.530598521,84000035,USA,3526.347005,16.1735037
New York,US,4/29/2020 2:32:33 AM,42.1657,-74.9481,295106,22912,51630,272194,36,1750.225743,844994,64275,7.763989888,84000036,USA,5011.522135,21.78030945
North Carolina,US,4/29/2020 2:32:33 AM,35.6301,-79.8064,9755,363,null,9392,37,98.35776313,112752,null,3.721168631,84000037,USA,1136.856433,null
North Dakota,US,4/29/2020 2:32:33 AM,47.5289,-99.784,991,19,409,972,38,163.418632,23723,79,1.917255298,84000038,USA,3911.988101,7.971745711
Northern Mariana Islands,US,4/29/2020 2:32:33 AM,15.0979,145.6739,14,2,12,12,69,25.38807486,65,null,14.28571429,580,MNP,117.8732047,null
Ohio,US,4/29/2020 2:32:33 AM,40.3888,-82.7649,16769,799,null,15970,39,150.0734751,122706,3340,4.764744469,84000039,USA,1098.152295,19.91770529
Oklahoma,US,4/29/2020 2:32:33 AM,35.5653,-96.9289,3410,207,2260,3203,40,93.22966705,59699,656,6.070381232,84000040,USA,1632.175335,19.23753666
Oregon,US,4/29/2020 2:32:33 AM,44.572,-122.0709,2385,99,null,2286,41,59.51973934,51198,554,4.150943396,84000041,USA,1277.690405,23.22851153
Pennsylvania,US,4/29/2020 2:32:33 AM,40.5908,-77.2098,45137,2046,null,43091,42,358.5859842,209088,null,4.532866606,84000042,USA,1661.076861,null
Puerto Rico,US,4/29/2020 2:32:33 AM,18.2208,-66.5901,1400,86,null,1314,72,47.72605788,10713,null,6.142857143,630,PRI,365.2066129,null
Rhode Island,US,4/29/2020 2:32:33 AM,41.6809,-71.5118,7927,239,466,7688,44,748.2812752,57693,732,3.015011984,84000044,USA,5446.018874,9.234262647
South Carolina,US,4/29/2020 2:32:33 AM,33.8569,-80.945,5735,192,2830,5543,45,113.790247,52145,944,3.347863993,84000045,USA,1034.628148,16.4603313
South Dakota,US,4/29/2020 2:32:33 AM,44.2998,-99.4388,2313,11,1392,2302,46,314.3124263,16612,157,0.475572849,84000046,USA,2257.396466,6.787721574
Tennessee,US,4/29/2020 2:32:33 AM,35.7478,-86.6923,10052,188,4921,9864,47,153.1166598,161928,894,1.870274572,84000047,USA,2466.561329,8.893752487
Texas,US,4/29/2020 2:32:33 AM,31.0545,-97.5635,26357,719,11786,25638,48,114.6726274,300384,null,2.727928065,84000048,USA,1306.894659,null
Utah,US,4/29/2020 2:32:33 AM,40.15,-111.8624,4345,41,1704,4304,49,151.6112666,102439,370,0.943613349,84000049,USA,3574.431885,8.515535098
Vermont,US,4/29/2020 2:32:33 AM,44.0459,-72.7107,862,47,null,815,50,141.174698,15215,null,5.452436195,84000050,USA,2491.848062,null
Virgin Islands,US,4/29/2020 2:32:33 AM,18.3358,-64.8963,57,4,51,53,78,53.13793489,778,null,7.01754386,850,VIR,725.2861991,null
Virginia,US,4/29/2020 2:32:33 AM,37.7693,-78.17,14339,492,1914,13847,51,181.3403682,82753,3422,3.431201618,84000051,USA,1046.548538,23.86498361
Washington,US,4/29/2020 2:32:33 AM,47.4009,-121.4905,13842,786,null,13056,53,183.3522465,179679,null,5.678370178,84000053,USA,2380.042501,null
West Virginia,US,4/29/2020 2:32:33 AM,38.4912,-80.9545,1095,38,481,1057,54,82.76656503,43055,null,3.470319635,84000054,USA,3254.351103,null
Wisconsin,US,4/29/2020 2:32:33 AM,44.2685,-89.6165,6289,300,null,5989,55,121.5366453,69824,1456,4.770233741,84000055,USA,1349.367899,23.15153443
Wyoming,US,4/29/2020 2:32:33 AM,42.756,-107.3025,536,7,343,529,56,107.7950286,8615,56,1.305970149,84000056,USA,1732.563752,10.44776119
Recovered,US,4/29/2020 2:32:33 AM,null,null,0,0,115936,-115936,null,null,null,null,null,84070001,USA,null,null
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
