Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,5/11/2020 2:32,32.3182,-86.9023,9889,393,null,9496,1,210.9024788,127421,1240,3.97411265,84000001,USA,2717.504778,12.53918495
Alaska,US,5/11/2020 2:32,61.3707,-152.4044,379,10,324,45,2,63.40453936,27364,null,2.638522427,84000002,USA,4577.841201,null
American Samoa,US,5/11/2020 2:32,-14.271,-170.132,0,0,null,0,60,0,83,null,null,16,ASM,149.1705757,null
Arizona,US,5/11/2020 2:32,33.7298,-111.4312,11119,536,2775,7808,4,152.7604384,137739,1528,4.82057739,84000004,USA,1892.352732,13.74224301
Arkansas,US,5/11/2020 2:32,34.9697,-92.3731,4012,91,2968,953,5,154.9616902,65528,471,2.268195414,84000005,USA,2530.989441,11.73978066
California,US,5/11/2020 2:32,36.1162,-119.6816,67600,2716,null,64884,6,172.4110668,955664,null,4.017751479,84000006,USA,2437.382392,null
Colorado,US,5/11/2020 2:32,39.0598,-105.3111,19703,971,3023,15709,8,347.6910214,100610,3623,4.928183525,84000008,USA,1775.424741,18.38806273
Connecticut,US,5/11/2020 2:32,41.5978,-72.7554,33554,2967,5413,25174,9,941.1304055,130192,9389,8.842462896,84000009,USA,3651.655533,27.98176074
Delaware,US,5/11/2020 2:32,39.3185,-75.5071,6277,221,2537,3519,10,644.6120415,31039,null,3.520790186,84000010,USA,3187.527984,null
Diamond Princess,US,5/11/2020 2:32,null,null,49,0,null,49,88888,null,null,null,0,84088888,USA,null,null
District of Columbia,US,5/11/2020 2:32,38.8974,-77.0268,6272,323,880,5069,11,888.7012238,29570,null,5.149872449,84000011,USA,4189.874871,null
Florida,US,5/11/2020 2:32,27.7663,-81.6868,40596,1721,null,38875,12,191.1965022,538948,7404,4.239333925,84000012,USA,2538.303588,18.23825007
Georgia,US,5/11/2020 2:32,33.0406,-83.6431,33580,1406,null,32174,13,331.1835334,243547,5997,4.187016081,84000013,USA,2401.987969,17.85884455
Grand Princess,US,5/11/2020 2:32,null,null,103,3,null,100,99999,null,null,null,2.912621359,84099999,USA,null,null
Guam,US,5/11/2020 2:32,13.4443,144.7937,151,5,124,22,66,91.94478442,3794,null,3.311258278,316,GUM,2310.188822,null
Hawaii,US,5/11/2020 2:32,21.0943,-157.4983,632,17,551,64,15,44.63951473,37270,81,2.689873418,84000015,USA,2632.45999,12.8164557
Idaho,US,5/11/2020 2:32,44.2405,-114.4788,2230,67,1473,690,16,138.4665727,32142,207,3.004484305,84000016,USA,1995.781426,9.282511211
Illinois,US,5/11/2020 2:32,40.3495,-88.9861,77741,3406,null,74335,17,662.4343784,429984,null,4.381214546,84000017,USA,3663.912012,null
Indiana,US,5/11/2020 2:32,39.8494,-86.2583,24126,1508,null,22618,18,368.6739322,140029,4389,6.250518113,84000018,USA,2139.809419,18.19199204
Iowa,US,5/11/2020 2:32,42.0115,-93.2105,11959,265,5154,6540,19,456.3261983,74174,null,2.21590434,84000019,USA,2830.298472,null
Kansas,US,5/11/2020 2:32,38.5266,-96.7265,6951,174,371,6406,20,285.053689,52505,657,2.503236944,84000020,USA,2153.178527,9.451877428
Kentucky,US,5/11/2020 2:32,37.6681,-84.6701,6440,304,2308,3828,21,188.1224069,86923,1757,4.720496894,84000021,USA,2539.155897,27.2826087
Louisiana,US,5/11/2020 2:32,31.1695,-91.8678,31600,2286,20316,8998,22,687.3650557,215872,null,7.234177215,84000022,USA,4695.660421,null
Maine,US,5/11/2020 2:32,44.6939,-69.3819,1436,64,861,511,23,122.3162403,23528,199,4.456824513,84000023,USA,2004.078344,13.85793872
Maryland,US,5/11/2020 2:32,39.0639,-76.8021,32587,1644,2293,28650,24,548.2948547,159931,5955,5.044956578,84000024,USA,2690.930261,18.27415841
Massachusetts,US,5/11/2020 2:32,42.2302,-71.5301,77793,4979,null,72814,25,1133.38555,388389,7617,6.400318795,84000025,USA,5658.53586,9.791369403
Michigan,US,5/11/2020 2:32,43.3266,-84.5361,47182,4555,22686,19941,26,592.198647,285678,null,9.654105379,84000026,USA,3585.64972,null
Minnesota,US,5/11/2020 2:32,45.6945,-93.9002,11271,578,6882,3811,27,227.860569,111088,1657,5.128205128,84000027,USA,2245.81447,14.70144619
Mississippi,US,5/11/2020 2:32,32.7416,-89.6787,9501,430,4421,4650,28,328.1631773,81602,1531,4.525839385,84000028,USA,2818.521376,16.11409325
Missouri,US,5/11/2020 2:32,38.4561,-92.2884,10068,503,null,9565,29,171.8248247,115546,null,4.996027016,84000029,USA,1971.957806,null
Montana,US,5/11/2020 2:32,46.9219,-110.4544,458,16,422,20,30,52.88762995,21704,62,3.493449782,84000030,USA,2506.273189,13.5371179
Nebraska,US,5/11/2020 2:32,41.1254,-98.2681,8171,90,null,8081,31,535.7077295,45569,null,1.10145637,84000031,USA,2987.598278,null
Nevada,US,5/11/2020 2:32,38.3135,-117.0554,6120,310,182,5628,32,202.8708883,58809,null,5.065359477,84000032,USA,1949.450011,null
New Hampshire,US,5/11/2020 2:32,43.4525,-71.5639,3071,133,1228,1710,33,231.224231,33453,313,4.330836861,84000033,USA,2518.770498,10.19211983
New Jersey,US,5/11/2020 2:32,40.2989,-74.521,138754,9256,15642,113856,34,1562.159783,312447,null,6.67079868,84000034,USA,3517.679761,null
New Mexico,US,5/11/2020 2:32,34.8405,-106.2485,4863,200,1268,3395,35,291.6284116,97053,789,4.112687641,84000035,USA,5820.154684,16.22455275
New York,US,5/11/2020 2:32,42.1657,-74.9481,335395,26641,58006,250748,36,1989.173256,1182998,72715,7.943171484,84000036,USA,7016.168946,21.68040668
North Carolina,US,5/11/2020 2:32,35.6301,-79.8064,14938,564,null,14374,37,150.6169416,192135,null,3.775605837,84000037,USA,1937.259746,null
North Dakota,US,5/11/2020 2:32,47.5289,-99.784,1491,35,792,664,38,245.8700105,44869,110,2.34741784,84000038,USA,7399.021797,7.377598927
Northern Mariana Islands,US,5/11/2020 2:32,15.0979,145.6739,16,2,12,2,69,29.0149427,2337,null,12.5,580,MNP,4237.995067,null
Ohio,US,5/11/2020 2:32,40.3888,-82.7649,24081,1341,null,22740,39,215.511918,204862,4351,5.568705619,84000039,USA,1833.404034,18.06818654
Oklahoma,US,5/11/2020 2:32,35.5653,-96.9289,4589,272,3204,1113,40,125.4636194,95968,826,5.927217259,84000040,USA,2623.772636,17.99956418
Oregon,US,5/11/2020 2:32,44.572,-122.0709,3228,127,1125,1976,41,80.557534,75507,670,3.934324659,84000041,USA,1884.34254,20.755886
Pennsylvania,US,5/11/2020 2:32,40.5908,-77.2098,59939,3806,null,56133,42,476.1788622,284383,null,6.349788952,84000042,USA,2259.249794,null
Puerto Rico,US,5/11/2020 2:32,18.2208,-66.5901,2198,111,null,2087,72,74.92991087,2198,null,5.050045496,630,PRI,74.92991087,null
Rhode Island,US,5/11/2020 2:32,41.6809,-71.5118,11274,422,809,10043,44,1064.226453,91213,1251,3.743125776,84000044,USA,8610.190483,11.09632783
South Carolina,US,5/11/2020 2:32,33.8569,-80.945,7653,331,4120,3202,45,151.8459913,84457,1252,4.325101267,84000045,USA,1675.742439,16.35959754
South Dakota,US,5/11/2020 2:32,44.2998,-99.4388,3517,34,2147,1336,46,477.9233909,23894,261,0.966733011,84000046,USA,3246.943845,7.421097526
Tennessee,US,5/11/2020 2:32,35.7478,-86.6923,14985,243,7528,7214,47,228.2583711,261869,1325,1.621621622,84000047,USA,3988.908334,8.842175509
