Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Massachusetts,US,4/20/2020 11:36:47 PM,42.2302,-71.5301,38077,1706,null,36371,25,554.7532756,162241,3729,4.480394989,84000025,USA,2363.729448,9.793313549
Michigan,US,4/20/2020 11:36:47 PM,43.3266,-84.5361,32000,2468,3237,29532,26,401.6437774,113798,3374,7.7125,84000026,USA,1428.320581,10.54375
Minnesota,US,4/20/2020 11:36:47 PM,45.6945,-93.9002,2470,143,1202,2327,27,49.93484211,46850,602,5.789473684,84000027,USA,947.1446772,24.37246964
Mississippi,US,4/20/2020 11:36:47 PM,32.7416,-89.6787,4512,169,null,4343,28,155.8438329,51434,819,3.745567376,84000028,USA,1776.522983,18.15159574
Missouri,US,4/20/2020 11:36:47 PM,38.4561,-92.2884,5890,200,null,5690,29,100.5212771,56013,873,3.395585739,84000029,USA,955.9419851,14.82173175
Montana,US,4/20/2020 11:36:47 PM,46.9219,-110.4544,433,10,243,423,30,50.00075059,11051,57,2.309468822,84000030,USA,1276.116154,13.16397229
Nebraska,US,4/20/2020 11:36:47 PM,41.1254,-98.2681,1648,33,null,1615,31,108.0463026,15680,null,2.002427184,84000031,USA,1028.013364,null
Nevada,US,4/20/2020 11:36:47 PM,38.3135,-117.0554,3830,159,null,3671,32,126.9600494,32347,null,4.151436031,84000032,USA,1072.265461,null
New Hampshire,US,4/20/2020 11:36:47 PM,43.4525,-71.5639,1447,42,521,1405,33,108.9487015,14118,198,2.902557015,84000033,USA,1062.983945,13.68348307
New Jersey,US,4/20/2020 11:36:47 PM,40.2989,-74.521,88722,4496,null,84226,34,998.8752774,178057,6986,5.067514258,84000034,USA,2004.652006,7.874033498
New Mexico,US,4/20/2020 11:36:47 PM,34.8405,-106.2485,1971,58,487,1913,35,118.1985604,37042,274,2.942668696,84000035,USA,2221.365334,13.90157281
New York,US,4/20/2020 11:36:47 PM,42.1657,-74.9481,253060,18611,23887,234449,36,1500.857747,633861,57103,7.35438236,84000036,USA,3759.326613,22.56500435
North Carolina,US,4/20/2020 11:36:47 PM,35.6301,-79.8064,6895,218,null,6677,37,69.52094073,79484,373,3.161711385,84000037,USA,801.4216755,5.409717186
North Dakota,US,4/20/2020 11:36:47 PM,47.5289,-99.784,627,9,189,618,38,103.3940285,14747,53,1.435406699,84000038,USA,2431.820955,8.452950558
Northern Mariana Islands,US,4/20/2020 11:36:47 PM,15.0979,145.6739,14,2,11,12,69,25.38807486,65,null,14.28571429,580,MNP,117.8732047,null
Ohio,US,4/20/2020 11:36:47 PM,40.3888,-82.7649,12919,509,null,12410,39,115.6180586,90436,2653,3.939933431,84000039,USA,809.3532584,20.53564517
Oklahoma,US,4/20/2020 11:36:47 PM,35.5653,-96.9289,2680,143,1614,2537,40,73.27140988,35646,541,5.335820896,84000040,USA,974.5644315,20.18656716
Oregon,US,4/20/2020 11:36:47 PM,44.572,-122.0709,1957,75,null,1882,41,48.83862888,40045,465,3.832396525,84000041,USA,999.357636,23.76085846
Pennsylvania,US,4/20/2020 11:36:47 PM,40.5908,-77.2098,33914,1348,null,32566,42,269.4260821,162952,2701,3.974759686,84000042,USA,1294.55443,7.964262546
Puerto Rico,US,4/20/2020 11:36:47 PM,18.2208,-66.5901,1252,63,null,1189,72,42.68073176,9738,null,5.031948882,630,PRI,331.9688226,null
Rhode Island,US,4/20/2020 11:36:47 PM,41.6809,-71.5118,5090,155,267,4935,44,480.4783261,37080,331,3.04518664,84000044,USA,3500.223248,6.502946955
South Carolina,US,4/20/2020 11:36:47 PM,33.8569,-80.945,4446,123,2063,4323,45,88.21472329,40480,776,2.766531714,84000045,USA,803.1785872,17.45389114
South Dakota,US,4/20/2020 11:36:47 PM,44.2998,-99.4388,1685,7,709,1678,46,228.9738168,12326,87,0.415430267,84000046,USA,1674.974045,5.163204748
Tennessee,US,4/20/2020 11:36:47 PM,35.7478,-86.6923,7238,152,3575,7086,47,110.2525252,100689,730,2.100027632,84000047,USA,1533.740883,10.08565902
Texas,US,4/20/2020 11:36:47 PM,31.0545,-97.5635,19751,507,5706,19244,48,85.93159556,190394,1411,2.566958635,84000048,USA,828.356043,7.143942079
Utah,US,4/20/2020 11:36:47 PM,40.15,-111.8624,3213,28,776,3185,49,112.1120828,68311,268,0.871459695,84000049,USA,2383.5943,8.341114223
Vermont,US,4/20/2020 11:36:47 PM,44.0459,-72.7107,816,38,15,778,50,133.6410134,12981,49,4.656862745,84000050,USA,2125.973033,6.004901961
Virgin Islands,US,4/20/2020 11:36:47 PM,18.3358,-64.8963,53,3,48,50,78,49.408957,607,null,5.660377358,850,VIR,565.8723944,null
Virginia,US,4/20/2020 11:36:47 PM,37.7693,-78.17,8990,300,1324,8690,51,113.6934173,56735,1500,3.337041157,84000051,USA,717.507901,16.68520578
Washington,US,4/20/2020 11:36:47 PM,47.4009,-121.4905,12114,643,null,11471,53,160.4630194,138642,403,5.307908205,84000053,USA,1836.463095,3.326729404
West Virginia,US,4/20/2020 11:36:47 PM,38.4912,-80.9545,902,24,290,878,54,68.17848553,22155,77,2.66075388,84000054,USA,1674.605706,8.536585366
Wisconsin,US,4/20/2020 11:36:47 PM,44.2685,-89.6165,4499,230,null,4269,55,86.94440563,51102,1211,5.112247166,84000055,USA,987.5601282,26.91709269
Wyoming,US,4/20/2020 11:36:47 PM,42.756,-107.3025,317,2,233,315,56,63.75191055,7386,51,0.630914826,84000056,USA,1485.399405,16.08832808
Recovered,US,null,null,null,0,0,72329,-72329,null,null,null,null,null,84070001,USA,null,null
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
