Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Hawaii,US,5/12/2020 3:32,21.0943,-157.4983,634,17,561,56,15,44.78077902,37683,81,2.681388013,84000015,USA,2661.631066,12.77602524
Idaho,US,5/12/2020 3:32,44.2405,-114.4788,2260,70,1473,717,16,140.3293517,32142,207,3.097345133,84000016,USA,1995.781426,9.159292035
Illinois,US,5/12/2020 3:32,40.3495,-88.9861,79007,3459,null,75548,17,673.2220184,442425,null,4.37809308,84000017,USA,3769.922304,null
Indiana,US,5/12/2020 3:32,39.8494,-86.2583,24627,1540,null,23087,18,376.3298071,146688,4389,6.253299224,84000018,USA,2241.566847,17.82190279
Iowa,US,5/12/2020 3:32,42.0115,-93.2105,12373,271,5249,6853,19,472.123426,77792,null,2.19025297,84000019,USA,2968.352506,null
Kansas,US,5/12/2020 3:32,38.5266,-96.7265,7159,180,376,6603,20,293.5835649,54109,660,2.514317642,84000020,USA,2218.956993,9.219164688
Kentucky,US,5/12/2020 3:32,37.6681,-84.6701,6677,311,2308,4058,21,195.0455452,86923,1757,4.65778044,84000021,USA,2539.155897,26.31421297
Louisiana,US,5/12/2020 3:32,31.1695,-91.8678,31815,2308,22608,6899,22,692.0417483,220830,null,7.25443973,84000022,USA,4803.507128,null
Maine,US,5/12/2020 3:32,44.6939,-69.3819,1462,65,872,525,23,124.5308797,23554,200,4.445964432,84000023,USA,2006.292983,13.67989056
Maryland,US,5/12/2020 3:32,39.0639,-76.8021,33373,1683,2298,29392,24,561.5197528,164780,6183,5.042998831,84000024,USA,2772.51745,18.52695293
Massachusetts,US,5/12/2020 3:32,42.2302,-71.5301,78462,5108,null,73354,25,1143.132377,394728,7732,6.510157783,84000025,USA,5750.890327,9.854451837
Michigan,US,5/12/2020 3:32,43.3266,-84.5361,47552,4584,22686,20282,26,596.8426532,298948,null,9.639973082,84000026,USA,3752.206374,null
Minnesota,US,5/12/2020 3:32,45.6945,-93.9002,11799,591,7536,3672,27,238.5348996,115781,1716,5.008899059,84000027,USA,2340.69067,14.54360539
Mississippi,US,5/12/2020 3:32,32.7416,-89.6787,9674,435,6268,2971,28,334.1385725,95885,1546,4.496588795,84000028,USA,3311.854148,15.98097995
Missouri,US,5/12/2020 3:32,38.4561,-92.2884,10157,514,null,9643,29,173.343737,115620,null,5.060549375,84000029,USA,1973.220722,null
Montana,US,5/12/2020 3:32,46.9219,-110.4544,459,16,423,20,30,53.00310513,22572,62,3.48583878,84000030,USA,2606.50564,13.50762527
Nebraska,US,5/12/2020 3:32,41.1254,-98.2681,8407,98,null,8309,31,551.1803796,46239,null,1.165695254,84000031,USA,3031.524869,null
Nevada,US,5/12/2020 3:32,38.3135,-117.0554,6152,312,183,5657,32,203.9316511,60084,null,5.071521456,84000032,USA,1991.714779,null
New Hampshire,US,5/12/2020 3:32,43.4525,-71.5639,3160,133,1229,1798,33,237.9252915,34883,318,4.208860759,84000033,USA,2626.439222,10.06329114
New Jersey,US,5/12/2020 3:32,40.2989,-74.521,140206,9340,15642,115224,34,1578.507102,425933,null,6.661626464,84000034,USA,4795.360153,null
New Mexico,US,5/12/2020 3:32,34.8405,-106.2485,5069,208,1285,3576,35,303.9819902,102498,789,4.103373446,84000035,USA,6146.684953,15.56520024
New York,US,5/12/2020 3:32,42.1657,-74.9481,337055,26988,58363,251704,36,1999.018446,1204651,73143,8.007001825,84000036,USA,7144.589371,21.70061266
North Carolina,US,5/12/2020 3:32,35.6301,-79.8064,15274,575,9115,5584,37,154.0047641,195865,null,3.764567238,84000037,USA,1974.868608,null
North Dakota,US,5/12/2020 3:32,47.5289,-99.784,1518,36,846,636,38,250.3223849,47014,115,2.371541502,84000038,USA,7752.73821,7.575757576
Northern Mariana Islands,US,5/12/2020 3:32,15.0979,145.6739,19,2,12,5,69,34.45524445,2695,null,10.52631579,580,MNP,4887.20441,null
Ohio,US,5/12/2020 3:32,40.3888,-82.7649,24777,1357,null,23420,39,221.7407413,210530,4413,5.476853534,84000039,USA,1884.129567,17.81087299
Oklahoma,US,5/12/2020 3:32,35.5653,-96.9289,4613,274,3241,1098,40,126.1197813,95992,828,5.93973553,84000040,USA,2624.428797,17.94927379
Oregon,US,5/12/2020 3:32,44.572,-122.0709,3286,130,1125,2031,41,82.0049742,77606,673,3.956177724,84000041,USA,1936.724902,20.48082775
Pennsylvania,US,5/12/2020 3:32,40.5908,-77.2098,60459,3832,null,56627,42,480.3099457,288858,null,6.338179593,84000042,USA,2294.800944,null
Puerto Rico,US,5/12/2020 3:32,18.2208,-66.5901,2256,113,null,2143,72,76.90713327,2256,null,5.008865248,630,PRI,76.90713327,null
Rhode Island,US,5/12/2020 3:32,41.6809,-71.5118,11450,430,841,10179,44,1080.840242,93332,1280,3.755458515,84000044,USA,8810.216725,11.1790393
South Carolina,US,5/12/2020 3:32,33.8569,-80.945,7792,346,4120,3326,45,154.6039415,84457,1252,4.440451745,84000045,USA,1675.742439,16.06776181
South Dakota,US,5/12/2020 3:32,44.2998,-99.4388,3614,34,2187,1393,46,491.104673,24578,263,0.940785833,84000046,USA,3339.892267,7.277255119
Tennessee,US,5/12/2020 3:32,35.7478,-86.6923,15544,251,8038,7255,47,236.7733147,273277,1344,1.614770973,84000047,USA,4162.680206,8.646423057
Texas,US,5/12/2020 3:32,31.0545,-97.5635,40555,1117,21713,17725,48,176.4445273,525697,null,2.754284305,84000048,USA,2287.174421,null
Utah,US,5/12/2020 3:32,40.15,-111.8624,6362,68,3181,3113,49,221.9909961,150585,517,1.068846275,84000049,USA,5254.403356,8.126375354
Vermont,US,5/12/2020 3:32,44.0459,-72.7107,926,53,785,88,50,151.6563461,20871,null,5.723542117,84000050,USA,3418.163714,null
Virgin Islands,US,5/12/2020 3:32,18.3358,-64.8963,69,5,60,4,78,64.32486855,1179,null,7.246376812,850,VIR,1099.116232,null
Virginia,US,5/12/2020 3:32,37.7693,-78.17,25070,850,3273,20947,51,317.0516097,150617,4777,3.390506582,84000051,USA,1904.801049,19.05464699
Washington,US,5/12/2020 3:32,47.4009,-121.4905,17122,945,null,16177,53,226.7993906,248875,null,5.519215045,84000053,USA,3296.618289,null
West Virginia,US,5/12/2020 3:32,38.4912,-80.9545,1366,54,775,537,54,103.250345,63469,null,3.953147877,84000054,USA,4797.36175,null
Wisconsin,US,5/12/2020 3:32,44.2685,-89.6165,10418,409,5176,4833,55,201.3306997,118451,1846,3.925897485,84000055,USA,2289.097975,17.71933193
Wyoming,US,5/12/2020 3:32,42.756,-107.3025,669,7,443,219,56,134.5426756,12065,66,1.046337818,84000056,USA,2426.393693,9.865470852
