Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Ohio,US,4/21/2020 11:40:34 PM,40.3888,-82.7649,13725,557,null,13168,39,122.8313224,94239,2779,4.058287796,84000039,USA,843.3880503,20.24772313
Oklahoma,US,4/21/2020 11:40:34 PM,35.5653,-96.9289,2807,164,1702,2643,40,76.74359982,44344,561,5.842536516,84000040,USA,1212.368433,19.98574991
Oregon,US,4/21/2020 11:40:34 PM,44.572,-122.0709,2004,78,null,1926,41,50.01155457,41128,471,3.892215569,84000041,USA,1026.384838,23.50299401
Pennsylvania,US,4/21/2020 11:40:34 PM,40.5908,-77.2098,35249,1614,null,33635,42,280.0318443,166851,2743,4.578853301,84000042,USA,1325.529611,7.781781043
Puerto Rico,US,4/21/2020 11:40:34 PM,18.2208,-66.5901,1298,64,null,1234,72,44.24887367,10087,null,4.930662558,630,PRI,343.866247,null
Rhode Island,US,4/21/2020 11:40:34 PM,41.6809,-71.5118,5500,171,315,5329,44,519.1809024,39333,576,3.109090909,84000044,USA,3712.898625,10.47272727
South Carolina,US,4/21/2020 11:40:34 PM,33.8569,-80.945,4439,124,2063,4315,45,88.07583371,41277,776,2.793421942,84000045,USA,818.9921577,17.48141473
South Dakota,US,4/21/2020 11:40:34 PM,44.2998,-99.4388,1755,8,824,1747,46,238.4860822,12815,100,0.455840456,84000046,USA,1741.424013,5.698005698
Tennessee,US,4/21/2020 11:40:34 PM,35.7478,-86.6923,7394,157,3828,7237,47,112.6287885,108182,760,2.123343251,84000047,USA,1647.877685,10.27860427
Texas,US,4/21/2020 11:40:34 PM,31.0545,-97.5635,20574,533,6486,20041,48,89.51225999,205399,1419,2.590648391,84000048,USA,893.6389953,6.897054535
Utah,US,4/21/2020 11:40:34 PM,40.15,-111.8624,3297,32,888,3265,49,115.0431176,72358,277,0.970579315,84000049,USA,2524.807372,8.401577191
Vermont,US,4/21/2020 11:40:34 PM,44.0459,-72.7107,818,40,1710,778,50,133.9685649,13111,41,4.88997555,84000050,USA,2147.26388,5.012224939
Virgin Islands,US,4/21/2020 11:40:34 PM,18.3358,-64.8963,53,3,48,50,78,49.408957,628,null,5.660377358,850,VIR,585.4495283,null
Virginia,US,4/21/2020 11:40:34 PM,37.7693,-78.17,9630,324,1418,9306,51,121.7872757,58354,1581,3.364485981,84000051,USA,737.9828334,16.41744548
Washington,US,4/21/2020 11:40:34 PM,47.4009,-121.4905,12392,664,null,11728,53,166.4105095,141011,503,5.285361777,84000053,USA,1867.84306,4.003820743
West Virginia,US,4/21/2020 11:40:34 PM,38.4912,-80.9545,908,26,330,882,54,68.63200096,22763,85,2.863436123,84000054,USA,1720.561936,9.36123348
Wisconsin,US,4/21/2020 11:40:34 PM,44.2685,-89.6165,4625,244,null,4381,55,89.3793901,52461,1252,5.275675676,84000055,USA,1013.823175,27.07027027
Wyoming,US,4/21/2020 11:40:34 PM,42.756,-107.3025,443,2,237,441,56,89.09178666,7621,52,0.451467269,84000056,USA,1532.660285,11.73814898
Recovered,US,4/21/2020 11:40:34 PM,null,null,0,0,75204,-75204,null,null,null,null,null,84070001,USA,null,null
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
