Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Guam,US,5/3/2020 2:32:33 AM,13.4443,144.7937,145,5,131,9,66,88.29134927,3188,null,3.448275862,316,GUM,1941.191872,null
Hawaii,US,5/3/2020 2:32:33 AM,21.0943,-157.4983,620,16,532,72,15,43.79192901,31985,72,2.580645161,84000015,USA,2259.169112,11.61290323
Idaho,US,5/3/2020 2:32:33 AM,44.2405,-114.4788,2061,64,1215,782,16,127.9729177,29490,178,3.105288695,84000016,USA,1831.111762,8.636584182
Illinois,US,5/3/2020 2:32:33 AM,40.3495,-88.9861,58505,2559,0,55946,17,498.5236015,299896,null,4.373985129,84000017,USA,2555.426613,null
Indiana,US,5/3/2020 2:32:33 AM,39.8494,-86.2583,19295,1115,0,18180,18,294.8505148,104141,null,5.778699145,84000018,USA,1591.398158,null
Iowa,US,5/3/2020 2:32:33 AM,42.0115,-93.2105,8643,175,3156,5312,19,329.7957464,46349,null,2.024759921,84000019,USA,1768.564509,null
Kansas,US,5/3/2020 2:32:33 AM,38.5266,-96.7265,4885,142,286,4457,20,200.3290564,34942,541,2.906857728,84000020,USA,1432.937132,11.07471853
Kentucky,US,5/3/2020 2:32:33 AM,37.6681,-84.6701,4879,248,1752,2879,21,142.5231713,57649,1411,5.083008813,84000021,USA,1684.016869,28.91986063
Louisiana,US,5/3/2020 2:32:33 AM,31.1695,-91.8678,29140,1993,17303,9844,22,633.8549912,172858,null,6.839396019,84000022,USA,3760.017367,null
Maine,US,5/3/2020 2:32:33 AM,44.6939,-69.3819,1153,56,689,408,23,98.21074168,20698,181,4.856895056,84000023,USA,1763.023358,15.69817866
Maryland,US,5/3/2020 2:32:33 AM,39.0639,-76.8021,24473,1251,1590,21632,24,411.7721784,125522,4910,5.111755813,84000024,USA,2111.979217,20.06292649
Massachusetts,US,5/3/2020 2:32:33 AM,42.2302,-71.5301,66263,3846,0,62417,25,965.4021142,298994,6378,5.804144092,84000025,USA,4356.11789,9.625281077
Michigan,US,5/3/2020 2:32:33 AM,43.3266,-84.5361,43207,4021,15659,23527,26,542.306959,201709,null,9.306362395,84000026,USA,2531.723897,null
Minnesota,US,5/3/2020 2:32:33 AM,45.6945,-93.9002,6232,394,2397,3441,27,125.9894478,79007,1159,6.322207959,84000027,USA,1597.247802,18.59756098
Mississippi,US,5/3/2020 2:32:33 AM,32.7416,-89.6787,7441,291,3413,3737,28,257.0110728,74475,1265,3.910764682,84000028,USA,2572.355819,17.00040317
Missouri,US,5/3/2020 2:32:33 AM,38.4561,-92.2884,8356,376,0,7980,29,142.6070953,82744,null,4.499760651,84000029,USA,1412.144745,null
Montana,US,5/3/2020 2:32:33 AM,46.9219,-110.4544,455,16,404,35,30,52.54120443,14635,61,3.516483516,84000030,USA,1689.97918,13.40659341
Nebraska,US,5/3/2020 2:32:33 AM,41.1254,-98.2681,5317,73,0,5244,31,348.5935623,29348,null,1.372954674,84000031,USA,1924.11583,null
Nevada,US,5/3/2020 2:32:33 AM,38.3135,-117.0554,5389,255,182,4952,32,178.6390877,44387,null,4.731861199,84000032,USA,1471.37747,null
New Hampshire,US,5/3/2020 2:32:33 AM,43.4525,-71.5639,2429,84,980,1365,33,182.8862446,24349,270,3.458213256,84000033,USA,1833.304722,11.11568547
New Jersey,US,5/3/2020 2:32:33 AM,40.2989,-74.521,123717,7742,15642,100333,34,1392.865949,262312,null,6.257830371,84000034,USA,2953.235632,null
New Mexico,US,5/3/2020 2:32:33 AM,34.8405,-106.2485,3732,138,785,2809,35,223.8036669,71118,587,3.697749196,84000035,USA,4264.863124,15.72883173
New York,US,5/3/2020 2:32:33 AM,42.1657,-74.9481,312977,24198,57540,231239,36,1856.21574,959071,67890,7.731558549,84000036,USA,5688.094288,21.6916898
North Carolina,US,5/3/2020 2:32:33 AM,35.6301,-79.8064,11588,431,0,11157,37,116.8395448,139475,null,3.71936486,84000037,USA,1406.299232,null
North Dakota,US,5/3/2020 2:32:33 AM,47.5289,-99.784,1153,24,510,619,38,190.1328786,31547,90,2.081526453,84000038,USA,5202.18727,7.805724198
Northern Mariana Islands,US,5/3/2020 2:32:33 AM,15.0979,145.6739,14,2,12,0,69,25.38807486,948,null,14.28571429,580,MNP,1719.135355,null
Ohio,US,5/3/2020 2:32:33 AM,40.3888,-82.7649,19335,1022,0,18313,39,173.0377864,145819,3712,5.285751228,84000039,USA,1305.001137,19.19834497
Oklahoma,US,5/3/2020 2:32:33 AM,35.5653,-96.9289,3851,238,2554,1059,40,105.2866416,63655,743,6.180212932,84000040,USA,1740.332685,19.29368995
Oregon,US,5/3/2020 2:32:33 AM,44.572,-122.0709,2635,109,0,2526,41,65.75870573,60136,595,4.136622391,84000041,USA,1500.745931,22.58064516
Pennsylvania,US,5/3/2020 2:32:33 AM,40.5908,-77.2098,50494,2695,0,47799,42,401.1440877,235376,null,5.337267794,84000042,USA,1869.919016,null
Puerto Rico,US,5/3/2020 2:32:33 AM,18.2208,-66.5901,1757,95,0,1662,72,59.89620264,11070,null,5.406943654,630,PRI,377.3767577,null
Rhode Island,US,5/3/2020 2:32:33 AM,41.6809,-71.5118,9289,296,531,8462,44,876.849346,69928,977,3.186564754,84000044,USA,6600.96039,10.51781677
South Carolina,US,5/3/2020 2:32:33 AM,33.8569,-80.945,6489,267,3622,2600,45,128.7506386,61616,1110,4.114655571,84000045,USA,1222.545747,17.10587147
South Dakota,US,5/3/2020 2:32:33 AM,44.2998,-99.4388,2588,21,1759,808,46,351.6820403,18091,187,0.811437403,84000046,USA,2458.377044,7.225656878
Tennessee,US,5/3/2020 2:32:33 AM,35.7478,-86.6923,12661,209,5718,6734,47,192.8581406,196276,1125,1.650738488,84000047,USA,2989.765769,8.885554064
Texas,US,5/3/2020 2:32:33 AM,31.0545,-97.5635,30917,863,14891,15163,48,134.5120318,380648,null,2.791344568,84000048,USA,1656.102981,null
Utah,US,5/3/2020 2:32:33 AM,40.15,-111.8624,4985,49,2185,2751,49,173.9429607,117804,418,0.982948847,84000049,USA,4110.567009,8.385155466
Vermont,US,5/3/2020 2:32:33 AM,44.0459,-72.7107,886,51,0,835,50,145.105316,16591,null,5.756207675,84000050,USA,2717.203496,null
Virgin Islands,US,5/3/2020 2:32:33 AM,18.3358,-64.8963,66,4,51,11,78,61.52813514,988,null,6.060606061,850,VIR,921.0575381,null
Virginia,US,5/3/2020 2:32:33 AM,37.7693,-78.17,17738,617,2312,14809,51,224.3263444,113202,3738,3.478407938,84000051,USA,1431.626499,21.07340174
Washington,US,5/3/2020 2:32:33 AM,47.4009,-121.4905,15003,830,0,14173,53,198.730946,198724,null,5.532226888,84000053,USA,2632.314105,null
West Virginia,US,5/3/2020 2:32:33 AM,38.4912,-80.9545,1185,48,572,565,54,89.5692964,49146,null,4.050632911,84000054,USA,3714.744845,null
Wisconsin,US,5/3/2020 2:32:33 AM,44.2685,-89.6165,7660,334,3698,3628,55,148.0315953,83230,1591,4.360313316,84000055,USA,1608.442516,20.77023499
Wyoming,US,5/3/2020 2:32:33 AM,42.756,-107.3025,579,7,387,185,56,116.4427641,10029,58,1.208981002,84000056,USA,2016.933473,10.01727116
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
