Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,5/13/2020 3:32,32.3182,-86.9023,10464,435,null,10029,1,223.1654907,133218,1287,4.157110092,84000001,USA,2841.137265,12.29931193
Alaska,US,5/13/2020 3:32,61.3707,-152.4044,383,10,334,39,2,64.07371656,29961,null,2.610966057,84000002,USA,5012.304496,null
American Samoa,US,5/13/2020 3:32,-14.271,-170.132,0,0,null,0,60,0,105,null,null,16,ASM,188.7097644,null
Arizona,US,5/13/2020 3:32,33.7298,-111.4312,11736,562,2909,8265,4,161.2372071,122842,1564,4.78868439,84000004,USA,1687.687542,13.3265167
Arkansas,US,5/13/2020 3:32,34.9697,-92.3731,4164,95,3220,849,5,160.8326217,70444,485,2.281460134,84000005,USA,2720.867724,11.64745437
California,US,5/13/2020 3:32,36.1162,-119.6816,70978,2879,null,68099,6,181.0265192,1033370,null,4.056186424,84000006,USA,2635.568403,null
Colorado,US,5/13/2020 3:32,39.0598,-105.3111,20157,1010,3114,16033,8,355.7025792,108657,3663,5.01066627,84000008,USA,1917.426956,18.17234708
Connecticut,US,5/13/2020 3:32,41.5978,-72.7554,34333,3041,5413,25879,9,962.9799789,138424,9389,8.857367547,84000009,USA,3882.548586,27.34686745
Delaware,US,5/13/2020 3:32,39.3185,-75.5071,6741,237,2802,3702,10,692.2621908,33291,null,3.515798843,84000010,USA,3418.795519,null
Diamond Princess,US,5/13/2020 3:32,null,null,49,0,null,49,88888,null,null,null,0,84088888,USA,null,null
District of Columbia,US,5/13/2020 3:32,38.8974,-77.0268,6485,336,886,5263,11,918.8819254,31050,null,5.181187355,84000011,USA,4399.581154,null
Florida,US,5/13/2020 3:32,27.7663,-81.6868,41923,1779,null,40144,12,197.4463238,579604,7654,4.243494025,84000012,USA,2729.782675,18.25728121
Georgia,US,5/13/2020 3:32,33.0406,-83.6431,34924,1498,null,33426,13,344.4387647,262179,6130,4.289313939,84000013,USA,2585.746504,17.5523995
Grand Princess,US,5/13/2020 3:32,null,null,103,3,null,100,99999,null,null,null,2.912621359,84099999,USA,null,null
Guam,US,5/13/2020 3:32,13.4443,144.7937,152,5,124,23,66,92.55369027,4091,null,3.289473684,316,GUM,2491.033861,null
Hawaii,US,5/13/2020 3:32,21.0943,-157.4983,635,17,561,57,15,44.85141116,37939,81,2.677165354,84000015,USA,2679.712894,12.75590551
Idaho,US,5/13/2020 3:32,44.2405,-114.4788,2293,69,1508,716,16,142.3784087,32705,210,3.009158308,84000016,USA,2030.739579,9.158307894
