Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,5/18/2020 2:32:26 AM,32.3182,-86.9023,11771,488,null,11283,1,240.0684453,156350,1392,4.145782007,84000001,USA,3188.743643,11.82567326
Alaska,US,5/18/2020 2:32:26 AM,61.3707,-152.4044,388,10,344,34,2,53.03843236,34651,null,2.577319588,84000002,USA,4736.687422,null
American Samoa,US,5/18/2020 2:32:26 AM,-14.271,-170.132,0,0,null,0,60,0,105,null,null,16,ASM,188.7097644,null
Arizona,US,5/18/2020 2:32:26 AM,33.7298,-111.4312,13945,680,3450,9815,4,191.5859622,151761,1699,4.876299749,84000004,USA,2084.996573,12.18357834
Arkansas,US,5/18/2020 2:32:26 AM,34.9697,-92.3731,4759,98,3590,1071,5,157.6974515,85185,520,2.059256146,84000005,USA,2822.747932,10.92666527
California,US,5/18/2020 2:32:26 AM,36.1162,-119.6816,80166,3240,null,76926,6,202.8891161,1235243,null,4.041613652,84000006,USA,3126.230078,null
Colorado,US,5/18/2020 2:32:26 AM,39.0598,-105.3111,21938,1215,3346,17377,8,380.9516533,125548,3866,5.538335309,84000008,USA,2180.131195,17.62239037
Connecticut,US,5/18/2020 2:32:26 AM,41.5978,-72.7554,37419,3408,6264,27747,9,1049.536826,170607,10946,9.107672573,84000009,USA,4785.224864,29.25251877
Delaware,US,5/18/2020 2:32:26 AM,39.3185,-75.5071,7670,290,3478,3902,10,787.6651838,40865,null,3.780964798,84000010,USA,4196.602051,null
Diamond Princess,US,5/18/2020 2:32:26 AM,null,null,49,0,null,49,88888,null,null,null,0,84088888,USA,null,null
District of Columbia,US,5/18/2020 2:32:26 AM,38.8974,-77.0268,7123,383,1023,5717,11,1009.282337,36526,null,5.376947915,84000011,USA,5175.494404,null
Florida,US,5/18/2020 2:32:26 AM,27.7663,-81.6868,45588,1973,null,43615,12,212.256999,651792,8478,4.327893305,84000012,USA,3034.733129,18.59699921
Georgia,US,5/18/2020 2:32:26 AM,33.0406,-83.6431,37579,1610,null,35969,13,353.9371088,351175,6790,4.284307725,84000013,USA,3307.535171,18.06860214
Grand Princess,US,5/18/2020 2:32:26 AM,null,null,103,3,null,100,99999,null,null,null,2.912621359,84099999,USA,null,null
Guam,US,5/18/2020 2:32:26 AM,13.4443,144.7937,154,5,126,23,66,93.77150199,4604,null,3.246753247,316,GUM,2803.402566,null
Hawaii,US,5/18/2020 2:32:26 AM,21.0943,-157.4983,640,17,572,51,15,45.20182615,41674,82,2.65625,84000015,USA,2943.345161,12.8125
Idaho,US,5/18/2020 2:32:26 AM,44.2405,-114.4788,2419,73,1612,734,16,135.3616125,36672,213,3.01777594,84000016,USA,2052.079807,8.805291443
Illinois,US,5/18/2020 2:32:26 AM,40.3495,-88.9861,94191,4177,null,90014,17,743.3106891,581944,null,4.434606279,84000017,USA,4592.425982,null
Indiana,US,5/18/2020 2:32:26 AM,39.8494,-86.2583,27778,1751,null,26027,18,412.6128398,177243,4389,6.303549572,84000018,USA,2632.757491,15.8002736
Iowa,US,5/18/2020 2:32:26 AM,42.0115,-93.2105,14651,351,7154,7146,19,464.3637067,100241,null,2.395740905,84000019,USA,3177.140285,null
Kansas,US,5/18/2020 2:32:26 AM,38.5266,-96.7265,7953,195,443,7315,20,272.9880816,61592,724,2.451904942,84000020,USA,2114.155906,9.103482962
Kentucky,US,5/18/2020 2:32:26 AM,37.6681,-84.6701,7688,334,2768,4586,21,172.0806335,129685,1896,4.344432882,84000021,USA,2902.741539,24.66181061
Louisiana,US,5/18/2020 2:32:26 AM,31.1695,-91.8678,34432,2491,22608,9333,22,740.6652134,265170,null,7.234549257,84000022,USA,5704.060021,null
Maine,US,5/18/2020 2:32:26 AM,44.6939,-69.3819,1687,70,1028,589,23,125.501037,23779,216,4.149377593,84000023,USA,1768.991796,12.80379372
Maryland,US,5/18/2020 2:32:26 AM,39.0639,-76.8021,38804,1992,2816,33996,24,641.8467402,194926,6993,5.133491393,84000024,USA,3224.219608,18.02133801
Massachusetts,US,5/18/2020 2:32:26 AM,42.2302,-71.5301,86010,5797,null,80213,25,1247.877585,460826,8539,6.739913963,84000025,USA,6685.902059,9.927915359
Michigan,US,5/18/2020 2:32:26 AM,43.3266,-84.5361,51142,4891,28234,18017,26,512.0930439,396958,null,9.563568104,84000026,USA,3974.804085,null
Minnesota,US,5/18/2020 2:32:26 AM,45.6945,-93.9002,15668,731,10175,4762,27,277.8195457,150585,2090,4.665560378,84000027,USA,2670.121029,13.33929027
Mississippi,US,5/18/2020 2:32:26 AM,32.7416,-89.6787,11296,521,6268,4507,28,379.5508894,113126,1773,4.612252125,84000028,USA,3801.086572,15.69582153
Missouri,US,5/18/2020 2:32:26 AM,38.4561,-92.2884,11108,600,null,10508,29,180.9878666,157044,null,5.401512423,84000029,USA,2558.791728,null
Montana,US,5/18/2020 2:32:26 AM,46.9219,-110.4544,468,16,431,21,30,43.78832648,26885,63,3.418803419,84000030,USA,2515.489653,13.46153846
Nebraska,US,5/18/2020 2:32:26 AM,41.1254,-98.2681,10177,123,null,10054,31,526.1041104,65640,null,1.208607645,84000031,USA,3393.286215,null
