Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Grand Princess,US,5/14/2020 3:32,null,null,103,3,null,100,99999,null,null,null,2.912621359,84099999,USA,null,null
Guam,US,5/14/2020 3:32,13.4443,144.7937,152,5,124,23,66,92.55369027,4262,null,3.289473684,316,GUM,2595.156763,null
Hawaii,US,5/14/2020 3:32,21.0943,-157.4983,638,17,563,58,15,45.06330759,38365,81,2.664576803,84000015,USA,2709.802188,12.69592476
Idaho,US,5/14/2020 3:32,44.2405,-114.4788,2293,69,1536,688,16,142.3784087,33128,214,3.009158308,84000016,USA,2057.004763,9.332751853
Illinois,US,5/14/2020 3:32,40.3495,-88.9861,84694,3792,null,80902,17,721.6811881,489359,null,4.477294732,84000017,USA,4169.848921,null
Indiana,US,5/14/2020 3:32,39.8494,-86.2583,25473,1619,null,23854,18,389.2576919,154083,4389,6.355749225,84000018,USA,2354.57123,17.23000824
Iowa,US,5/14/2020 3:32,42.0115,-93.2105,13289,306,5954,7029,19,507.0757462,85719,null,2.302656332,84000019,USA,3270.827443,null
Kansas,US,5/14/2020 3:32,38.5266,-96.7265,7518,188,422,6908,20,308.3058026,57628,704,2.50066507,84000020,USA,2363.26773,9.364192604
Kentucky,US,5/14/2020 3:32,37.6681,-84.6701,6853,321,2546,3986,21,200.1867787,110634,1825,4.684079965,84000021,USA,3231.791051,26.6306727
Louisiana,US,5/14/2020 3:32,31.1695,-91.8678,32662,2381,22608,7673,22,710.465742,237904,null,7.289816913,84000022,USA,5174.901779,null
Maine,US,5/14/2020 3:32,44.6939,-69.3819,1515,66,943,506,23,129.0453371,23607,204,4.356435644,84000023,USA,2010.807441,13.46534653
Maryland,US,5/14/2020 3:32,39.0639,-76.8021,34812,1809,2456,30547,24,585.7317483,173574,6404,5.196483971,84000024,USA,2920.481514,18.39595542
Massachusetts,US,5/14/2020 3:32,42.2302,-71.5301,80497,5315,null,75182,25,1172.780797,410032,8032,6.602730537,84000025,USA,5973.858106,9.978011603
Michigan,US,5/14/2020 3:32,43.3266,-84.5361,48391,4714,22686,20991,26,607.373251,308260,null,9.741480854,84000026,USA,3869.084713,null
Minnesota,US,5/14/2020 3:32,45.6945,-93.9002,12917,638,8149,4130,27,261.136986,122035,1851,4.939227375,84000027,USA,2467.124881,14.32995278
Mississippi,US,5/14/2020 3:32,32.7416,-89.6787,10090,465,6268,3357,28,348.5071529,100048,1616,4.60852329,84000028,USA,3455.643571,16.01585728
Missouri,US,5/14/2020 3:32,38.4561,-92.2884,10404,551,null,9853,29,177.5591454,124142,null,5.296039985,84000029,USA,2118.660845,null
Montana,US,5/14/2020 3:32,46.9219,-110.4544,462,16,430,16,30,53.34953065,23852,63,3.463203463,84000030,USA,2754.313864,13.63636364
Nebraska,US,5/14/2020 3:32,41.1254,-98.2681,8912,103,null,8809,31,584.2892284,49725,null,1.155745063,84000031,USA,3260.074269,null
Nevada,US,5/14/2020 3:32,38.3135,-117.0554,6476,331,198,5947,32,214.6718746,66672,null,5.111179741,84000032,USA,2210.099324,null
New Hampshire,US,5/14/2020 3:32,43.4525,-71.5639,3299,150,1234,1915,33,248.3909926,37216,319,4.546832373,84000033,USA,2802.097357,9.669596848
New Jersey,US,5/14/2020 3:32,40.2989,-74.521,141560,9714,15642,116204,34,1593.751091,441450,null,6.86210794,84000034,USA,4970.05806,null
New Mexico,US,5/14/2020 3:32,34.8405,-106.2485,5364,231,1434,3699,35,321.6727945,110289,886,4.306487696,84000035,USA,6613.902094,16.51752424
New York,US,5/14/2020 3:32,42.1657,-74.9481,340661,27477,59193,253991,36,2020.405047,1258907,73963,8.065789744,84000036,USA,7466.372893,21.7116136
North Carolina,US,5/14/2020 3:32,35.6301,-79.8064,16352,625,9115,6612,37,164.874028,210457,null,3.822162427,84000037,USA,2121.9969,null
North Dakota,US,5/14/2020 3:32,47.5289,-99.784,1647,40,969,638,38,271.5948405,48945,127,2.428658166,84000038,USA,8071.165434,7.710989678
Northern Mariana Islands,US,5/14/2020 3:32,15.0979,145.6739,19,2,12,5,69,34.45524445,3040,null,10.52631579,580,MNP,5512.839112,null
Ohio,US,5/14/2020 3:32,40.3888,-82.7649,25721,1483,null,24238,39,230.1890305,225854,4618,5.76571673,84000039,USA,2021.271074,17.95420085
Oklahoma,US,5/14/2020 3:32,35.5653,-96.9289,4858,278,3559,1021,40,132.8181004,109127,848,5.722519555,84000040,USA,2983.540726,17.4557431
Oregon,US,5/14/2020 3:32,44.572,-122.0709,3416,134,1406,1876,41,85.24923672,83987,678,3.922716628,84000041,USA,2095.96828,19.84777518
Pennsylvania,US,5/14/2020 3:32,40.5908,-77.2098,62101,4094,null,58007,42,493.354636,302869,null,6.592486433,84000042,USA,2406.109809,null
Puerto Rico,US,5/14/2020 3:32,18.2208,-66.5901,2329,115,null,2214,72,79.39570629,2329,null,4.93774152,630,PRI,79.39570629,null
Rhode Island,US,5/14/2020 3:32,41.6809,-71.5118,11835,462,886,10487,44,1117.182906,97922,1328,3.903675539,84000044,USA,9243.496787,11.2209548
South Carolina,US,5/14/2020 3:32,33.8569,-80.945,8030,362,6817,851,45,159.3261871,93140,1338,4.508094645,84000045,USA,1848.02504,16.66251557
South Dakota,US,5/14/2020 3:32,44.2998,-99.4388,3732,39,2367,1326,46,507.1396346,25844,281,1.045016077,84000046,USA,3511.928381,7.529474812
Tennessee,US,5/14/2020 3:32,35.7478,-86.6923,16370,273,8624,7473,47,249.3553243,292917,1388,1.667684789,84000047,USA,4461.845665,8.478924863
Texas,US,5/14/2020 3:32,31.0545,-97.5635,43020,1172,23519,18329,48,187.1691176,587431,null,2.724314272,84000048,USA,2555.76341,null
Utah,US,5/14/2020 3:32,40.15,-111.8624,6620,75,3406,3139,49,230.9934603,156786,553,1.132930514,84000049,USA,5470.776536,8.35347432
Vermont,US,5/14/2020 3:32,44.0459,-72.7107,929,53,789,87,50,152.1476733,21676,null,5.705059203,84000050,USA,3550.003194,null
Virgin Islands,US,5/14/2020 3:32,18.3358,-64.8963,69,6,61,2,78,64.32486855,1197,null,8.695652174,850,VIR,1115.896633,null
Virginia,US,5/14/2020 3:32,37.7693,-78.17,26746,928,3554,22264,51,338.2474014,161392,5080,3.469677709,84000051,USA,2041.068743,18.99349435
Washington,US,5/14/2020 3:32,47.4009,-121.4905,17512,974,null,16538,53,231.965362,256321,null,5.561900411,84000053,USA,3395.248604,null
West Virginia,US,5/14/2020 3:32,38.4912,-80.9545,1398,58,813,527,54,105.669094,66680,null,4.148783977,84000054,USA,5040.068088,null
Wisconsin,US,5/14/2020 3:32,44.2685,-89.6165,10902,421,5673,4808,55,210.6841321,128013,1908,3.861676757,84000055,USA,2473.886241,17.50137589
Wyoming,US,5/14/2020 3:32,42.756,-107.3025,688,7,477,204,56,138.363768,15059,67,1.01744186,84000056,USA,3028.517416,9.738372093
