Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Guam,US,4/22/2020 11:40:26 PM,13.4443,144.7937,136,5,119,131,66,82.81119656,1220,3,3.676470588,316,GUM,742.8651456,2.205882353
Hawaii,US,4/22/2020 11:40:26 PM,21.0943,-157.4983,592,12,437,580,15,41.81422899,25342,56,2.027027027,84000015,USA,1789.959782,9.459459459
Idaho,US,4/22/2020 11:40:26 PM,44.2405,-114.4788,1766,51,710,1715,16,109.6555908,17730,158,2.88788222,84000016,USA,1100.902392,8.946772367
Illinois,US,4/22/2020 11:40:26 PM,40.3495,-88.9861,35107,1565,null,33542,17,299.1482451,164346,4665,4.457800439,84000017,USA,1400.399279,13.28794827
Indiana,US,4/22/2020 11:40:26 PM,39.8494,-86.2583,12438,666,null,11772,18,190.0674114,69470,null,5.354558611,84000018,USA,1061.584103,null
Iowa,US,4/22/2020 11:40:26 PM,42.0115,-93.2105,3748,90,1428,3658,19,143.0145155,28244,272,2.401280683,84000019,USA,1077.721979,7.257203842
Kansas,US,4/22/2020 11:40:26 PM,38.5266,-96.7265,2331,112,null,2219,20,95.5920226,20203,432,4.804804805,84000020,USA,828.5052049,18.53281853
Kentucky,US,4/22/2020 11:40:26 PM,37.6681,-84.6701,3378,185,1266,3193,21,98.67662897,33328,1076,5.476613381,84000021,USA,973.5626674,31.85316755
Louisiana,US,4/22/2020 11:40:26 PM,31.1695,-91.8678,25258,1473,null,23785,22,549.4134992,142834,1747,5.831815662,84000022,USA,3106.933556,6.916620477
Maine,US,4/22/2020 11:40:26 PM,44.6939,-69.3819,907,39,455,868,23,77.25684537,17691,144,4.299889746,84000023,USA,1506.891788,15.87651599
Maryland,US,4/22/2020 11:40:26 PM,39.0639,-76.8021,14775,698,981,14077,24,248.597799,76529,3325,4.724196277,84000024,USA,1287.644058,22.50423012
Massachusetts,US,4/22/2020 11:40:26 PM,42.2302,-71.5301,42944,2182,null,40762,25,625.6618081,180462,3977,5.081035768,84000025,USA,2629.195725,9.260897914
Michigan,US,4/22/2020 11:40:26 PM,43.3266,-84.5361,33966,2813,3237,31153,26,426.3197669,118225,3305,8.281811223,84000026,USA,1483.885487,9.730318554
Minnesota,US,4/22/2020 11:40:26 PM,45.6945,-93.9002,2722,179,1317,2543,27,55.02940899,49344,660,6.576047024,84000027,USA,997.5647162,24.2468773
Mississippi,US,4/22/2020 11:40:26 PM,32.7416,-89.6787,4894,193,null,4701,28,169.0380581,53835,910,3.943604414,84000028,USA,1859.453179,18.59419698
Missouri,US,4/22/2020 11:40:26 PM,38.4561,-92.2884,6277,238,null,6039,29,107.1259858,58156,1001,3.791620201,84000029,USA,992.5153461,15.94710849
Montana,US,4/22/2020 11:40:26 PM,46.9219,-110.4544,439,14,296,425,30,50.69360164,11583,59,3.189066059,84000030,USA,1337.548947,13.43963554
Nebraska,US,4/22/2020 11:40:26 PM,41.1254,-98.2681,1813,38,null,1775,31,118.8640452,16679,null,2.095973525,84000031,USA,1093.509879,null
Nevada,US,4/22/2020 11:40:26 PM,38.3135,-117.0554,4081,172,null,3909,32,135.2804077,33888,null,4.214653271,84000032,USA,1123.34782,null
New Hampshire,US,4/22/2020 11:40:26 PM,43.4525,-71.5639,1588,48,546,1540,33,119.5649882,15041,206,3.022670025,84000033,USA,1132.479212,12.97229219
New Jersey,US,4/22/2020 11:40:26 PM,40.2989,-74.521,95914,5150,null,90764,34,1079.846299,191659,7210,5.369393415,84000034,USA,2157.789914,7.517150781
New Mexico,US,4/22/2020 11:40:26 PM,34.8405,-106.2485,2210,71,529,2139,35,132.5311103,40877,306,3.212669683,84000035,USA,2451.34579,13.84615385
New York,US,4/22/2020 11:40:26 PM,42.1657,-74.9481,263292,19413,23887,243879,36,1561.542077,669982,57103,7.373182626,84000036,USA,3973.554395,21.68808775
North Carolina,US,4/22/2020 11:40:26 PM,35.6301,-79.8064,7495,265,null,7230,37,75.57062375,90336,434,3.53569046,84000037,USA,910.8402758,5.790527018
North Dakota,US,4/22/2020 11:40:26 PM,47.5289,-99.784,679,14,229,665,38,111.9689719,15589,62,2.06185567,84000038,USA,2570.669076,9.13107511
Northern Mariana Islands,US,4/22/2020 11:40:26 PM,15.0979,145.6739,14,2,11,12,69,25.38807486,65,null,14.28571429,580,MNP,117.8732047,null
Ohio,US,4/22/2020 11:40:26 PM,40.3888,-82.7649,14117,610,null,13507,39,126.3395102,97998,2882,4.321031381,84000039,USA,877.0290661,20.41510236
Oklahoma,US,4/22/2020 11:40:26 PM,35.5653,-96.9289,2894,170,1772,2724,40,79.12218664,45913,588,5.874222529,84000040,USA,1255.265016,20.3178991
Oregon,US,4/22/2020 11:40:26 PM,44.572,-122.0709,2059,78,null,1981,41,51.38412717,41185,488,3.788246722,84000041,USA,1027.807323,23.70082564
Pennsylvania,US,4/22/2020 11:40:26 PM,40.5908,-77.2098,36082,1673,null,34409,42,286.6495221,171317,2764,4.636660939,84000042,USA,1361.009262,7.66032925
Puerto Rico,US,4/22/2020 11:40:26 PM,18.2208,-66.5901,1252,63,null,1189,72,42.68073176,9757,null,5.031948882,630,PRI,332.6165334,null
Rhode Island,US,4/22/2020 11:40:26 PM,41.6809,-71.5118,5841,181,315,5660,44,551.3701184,41722,576,3.098784455,84000044,USA,3938.411929,9.861325116
South Carolina,US,4/22/2020 11:40:26 PM,33.8569,-80.945,4761,140,3317,4621,45,94.46475429,43111,837,2.940558706,84000045,USA,855.3812271,17.58034026
South Dakota,US,4/22/2020 11:40:26 PM,44.2998,-99.4388,1858,9,937,1849,46,252.4827013,13446,111,0.484391819,84000046,USA,1827.170291,5.97416577
Tennessee,US,4/22/2020 11:40:26 PM,35.7478,-86.6923,7394,157,4012,7237,47,112.6287885,114980,775,2.123343251,84000047,USA,1751.427929,10.48147146
Texas,US,4/22/2020 11:40:26 PM,31.0545,-97.5635,21321,556,7341,20765,48,92.76226768,216783,1678,2.60775761,84000048,USA,943.1678943,7.870174945
Utah,US,4/22/2020 11:40:26 PM,40.15,-111.8624,3445,32,970,3413,49,120.2073219,76460,288,0.928882438,84000049,USA,2667.939573,8.359941945
Vermont,US,4/22/2020 11:40:26 PM,44.0459,-72.7107,823,40,1710,783,50,134.7874436,13462,37,4.860267315,84000050,USA,2204.749169,4.495747266
Virgin Islands,US,4/22/2020 11:40:26 PM,18.3358,-64.8963,54,3,48,51,78,50.34120148,637,null,5.555555556,850,VIR,593.8397285,null
Virginia,US,4/22/2020 11:40:26 PM,37.7693,-78.17,10266,349,1497,9917,51,129.8305475,58354,1581,3.399571401,84000051,USA,737.9828334,15.40035067
Washington,US,4/22/2020 11:40:26 PM,47.4009,-121.4905,12596,686,null,11910,53,159.6285163,145031,543,5.368849058,84000053,USA,1921.092304,4.505850137
West Virginia,US,4/22/2020 11:40:26 PM,38.4912,-80.9545,939,27,330,912,54,70.97516398,25836,103,2.875399361,84000054,USA,1952.837419,10.96911608
Wisconsin,US,4/22/2020 11:40:26 PM,44.2685,-89.6165,4845,248,null,4597,55,93.63095028,54347,1302,5.118679051,84000055,USA,1050.270641,26.87306502
Wyoming,US,4/22/2020 11:40:26 PM,42.756,-107.3025,447,6,254,441,56,89.89622717,7623,52,1.342281879,84000056,USA,1533.062505,11.63310962
Recovered,US,4/22/2020 11:40:26 PM,null,null,0,0,77366,-77366,null,null,null,null,null,84070001,USA,null,null
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
