Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Mississippi,US,5/15/2020 2:33,32.7416,-89.6787,10483,480,6268,3735,28,352.2337087,105326,1667,4.578841935,84000028,USA,3539.00292,15.90193647
Missouri,US,5/15/2020 2:33,38.4561,-92.2884,10594,566,null,10028,29,172.6130229,127110,null,5.342646781,84000029,USA,2071.062993,null
Montana,US,5/15/2020 2:33,46.9219,-110.4544,462,16,431,15,30,43.22693768,24549,63,3.463203463,84000030,USA,2296.922279,13.63636364
Nebraska,US,5/15/2020 2:33,41.1254,-98.2681,9260,103,null,9157,31,478.6994264,53341,null,1.112311015,84000031,USA,2757.48446,null
Nevada,US,5/15/2020 2:33,38.3135,-117.0554,6504,333,244,5927,32,211.1581361,69484,null,5.119926199,84000032,USA,2255.859768,null
New Hampshire,US,5/15/2020 2:33,43.4525,-71.5639,3382,151,1236,1995,33,248.7293256,39175,326,4.46481372,84000033,USA,2881.126945,9.639266706
New Jersey,US,5/15/2020 2:33,40.2989,-74.521,142704,9946,15642,117116,34,1606.630797,451696,null,6.969671488,84000034,USA,5085.412494,null
New Mexico,US,5/15/2020 2:33,34.8405,-106.2485,5503,242,1515,3746,35,262.4439094,115011,886,4.397601308,84000035,USA,5484.996631,16.10030892
New York,US,5/15/2020 2:33,42.1657,-74.9481,343051,27641,59758,255652,36,1763.435496,1298757,74433,8.057402544,84000036,USA,6676.191572,21.69735695
North Carolina,US,5/15/2020 2:33,35.6301,-79.8064,16968,641,9115,7212,37,161.7836013,219268,null,3.777699198,84000037,USA,2090.639244,null
North Dakota,US,5/15/2020 2:33,47.5289,-99.784,1712,40,1007,665,38,224.6536371,50246,129,2.336448598,84000038,USA,6593.426782,7.535046729
Northern Mariana Islands,US,5/15/2020 2:33,15.0979,145.6739,19,2,12,5,69,34.45524445,3325,null,10.52631579,580,MNP,6029.667779,null
Ohio,US,5/15/2020 2:33,40.3888,-82.7649,26357,1534,null,24823,39,225.4835702,233352,4718,5.820085746,84000039,USA,1996.321359,17.90036802
Oklahoma,US,5/15/2020 2:33,35.5653,-96.9289,4963,284,3660,1019,40,125.4242197,112183,858,5.722345356,84000040,USA,2835.072585,17.28793069
Oregon,US,5/15/2020 2:33,44.572,-122.0709,3479,137,1406,1936,41,82.48499136,84050,685,3.937913193,84000041,USA,1992.774798,19.68956597
Pennsylvania,US,5/15/2020 2:33,40.5908,-77.2098,63105,4288,null,58817,42,492.9312156,311195,null,6.795024166,84000042,USA,2430.833209,null
Puerto Rico,US,5/15/2020 2:33,18.2208,-66.5901,2427,117,null,2310,72,82.73653034,2427,null,4.820766378,630,PRI,82.73653034,null
Rhode Island,US,5/15/2020 2:33,41.6809,-71.5118,12016,468,903,10645,44,1134.268677,101601,1351,3.894806924,84000044,USA,9590.781613,11.24334221
South Carolina,US,5/15/2020 2:33,33.8569,-80.945,8189,371,4914,2904,45,159.0494248,102535,1338,4.530467701,84000045,USA,1991.468161,16.33899133
South Dakota,US,5/15/2020 2:33,44.2998,-99.4388,3792,43,2437,1312,46,428.6397358,26473,290,1.133966245,84000046,USA,2992.452459,7.647679325
Tennessee,US,5/15/2020 2:33,35.7478,-86.6923,16699,287,8881,7531,47,244.5244476,302317,1435,1.718665788,84000047,USA,4426.845765,8.593328942
Texas,US,5/15/2020 2:33,31.0545,-97.5635,44480,1235,24487,18758,48,153.4010986,623284,null,2.776528777,84000048,USA,2149.560484,null
Utah,US,5/15/2020 2:33,40.15,-111.8624,6749,75,3566,3108,49,210.5142987,160119,558,1.111275745,84000049,USA,4994.419765,8.267891539
Vermont,US,5/15/2020 2:33,44.0459,-72.7107,932,53,792,87,50,149.3616073,22505,null,5.686695279,84000050,USA,3606.634091,null
Virgin Islands,US,5/15/2020 2:33,18.3358,-64.8963,69,6,61,2,78,64.32486855,1233,null,8.695652174,850,VIR,1149.457434,null
Virginia,US,5/15/2020 2:33,37.7693,-78.17,27813,956,3678,23179,51,325.8501328,166830,5211,3.437241578,84000051,USA,1954.538441,18.73584295
Washington,US,5/15/2020 2:33,47.4009,-121.4905,17773,983,null,16790,53,233.3978954,261080,null,5.530861419,84000053,USA,3428.544564,null
West Virginia,US,5/15/2020 2:33,38.4912,-80.9545,1427,60,870,497,54,79.62516468,68713,null,4.204625088,84000054,USA,3834.116286,null
Wisconsin,US,5/15/2020 2:33,44.2685,-89.6165,11275,434,5994,4847,55,193.6475364,133873,1939,3.849223947,84000055,USA,2299.261786,17.19733925
Wyoming,US,5/15/2020 2:33,42.756,-107.3025,701,7,480,214,56,121.1212266,15430,67,0.998573466,84000056,USA,2666.049254,9.557774608
