Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Louisiana,US,5/10/2020 2:32:34 AM,31.1695,-91.8678,31417,2267,20316,8834,22,683.3844289,212157,null,7.215838559,84000022,USA,4614.851523,null
Maine,US,5/10/2020 2:32:34 AM,44.6939,-69.3819,1408,64,857,487,23,119.931244,23500,198,4.545454545,84000023,USA,2001.693347,14.0625
Maryland,US,5/10/2020 2:32:34 AM,39.0639,-76.8021,31534,1614,2159,27761,24,530.5775293,156028,5932,5.118285026,84000024,USA,2625.26006,18.81144162
Massachusetts,US,5/10/2020 2:32:34 AM,42.2302,-71.5301,76743,4840,null,71903,25,1118.087839,376537,7551,6.306764135,84000025,USA,5485.861127,9.839333881
Michigan,US,5/10/2020 2:32:34 AM,43.3266,-84.5361,46815,4530,22686,19599,26,587.5922949,273486,null,9.676385774,84000026,USA,3432.623441,null
Minnesota,US,5/10/2020 2:32:34 AM,45.6945,-93.9002,10790,558,6322,3910,27,218.1364155,106263,1612,5.171455051,84000027,USA,2148.269687,14.93975904
Mississippi,US,5/10/2020 2:32:34 AM,32.7416,-89.6787,9378,421,4421,4536,28,323.914775,81479,1512,4.489230113,84000028,USA,2814.272974,16.12284069
Missouri,US,5/10/2020 2:32:34 AM,38.4561,-92.2884,9911,494,null,9417,29,169.1453951,108898,null,4.984360811,84000029,USA,1858.500175,null
Montana,US,5/10/2020 2:32:34 AM,46.9219,-110.4544,458,16,422,20,30,52.88762995,21329,62,3.493449782,84000030,USA,2462.969998,13.5371179
Nebraska,US,5/10/2020 2:32:34 AM,41.1254,-98.2681,8093,90,null,8003,31,530.5938875,42976,null,1.112072161,84000031,USA,2817.595812,null
Nevada,US,5/10/2020 2:32:34 AM,38.3135,-117.0554,6171,313,205,5653,32,204.561479,56111,null,5.072111489,84000032,USA,1860.014446,null
New Hampshire,US,5/10/2020 2:32:34 AM,43.4525,-71.5639,3011,131,1210,1670,33,226.7066622,32298,309,4.350714048,84000033,USA,2431.807299,10.26237131
New Jersey,US,5/10/2020 2:32:34 AM,40.2989,-74.521,137397,9116,15642,112639,34,1546.882019,305206,null,6.634788241,84000034,USA,3436.157074,null
New Mexico,US,5/10/2020 2:32:34 AM,34.8405,-106.2485,4778,191,1189,3398,35,286.5310612,93262,789,3.997488489,84000035,USA,5592.812856,16.51318543
New York,US,5/10/2020 2:32:34 AM,42.1657,-74.9481,333122,26612,57180,249330,36,1975.692462,1153768,72255,7.988664813,84000036,USA,6842.810565,21.69025162
North Carolina,US,5/10/2020 2:32:34 AM,35.6301,-79.8064,14478,551,null,13927,37,145.9788513,186362,null,3.805774278,84000037,USA,1879.051712,null
North Dakota,US,5/10/2020 2:32:34 AM,47.5289,-99.784,1464,35,762,667,38,241.417636,43933,110,2.390710383,84000038,USA,7244.672816,7.513661202
Northern Mariana Islands,US,5/10/2020 2:32:34 AM,15.0979,145.6739,16,2,12,2,69,29.0149427,2337,null,12.5,580,MNP,4237.995067,null
Ohio,US,5/10/2020 2:32:34 AM,40.3888,-82.7649,23697,1331,null,22366,39,212.0753258,196670,4300,5.616744736,84000039,USA,1760.090067,18.14575685
Oklahoma,US,5/10/2020 2:32:34 AM,35.5653,-96.9289,4490,270,3154,1066,40,122.7569516,95869,822,6.013363029,84000040,USA,2621.065968,18.30734967
Oregon,US,5/10/2020 2:32:34 AM,44.572,-122.0709,3160,127,1125,1908,41,78.86053514,74620,662,4.018987342,84000041,USA,1862.206687,20.94936709
Pennsylvania,US,5/10/2020 2:32:34 AM,40.5908,-77.2098,58560,3779,null,54781,42,465.2235468,277107,null,6.453210383,84000042,USA,2201.446404,null
Puerto Rico,US,5/10/2020 2:32:34 AM,18.2208,-66.5901,2173,108,null,2065,72,74.07765984,2173,null,4.970087437,630,PRI,74.07765984,null
Rhode Island,US,5/10/2020 2:32:34 AM,41.6809,-71.5118,10989,418,772,9799,44,1037.323443,87815,1218,3.803803804,84000044,USA,8289.431082,11.08381108
South Carolina,US,5/10/2020 2:32:34 AM,33.8569,-80.945,7531,330,4120,3081,45,149.4253444,80963,1252,4.381888195,84000045,USA,1606.416698,16.62461824
South Dakota,US,5/10/2020 2:32:34 AM,44.2998,-99.4388,3393,34,2125,1234,46,461.0730922,22952,253,1.002063071,84000046,USA,3118.935931,7.456528146
Tennessee,US,5/10/2020 2:32:34 AM,35.7478,-86.6923,14768,242,7369,7157,47,224.9529279,252748,1319,1.638678223,84000047,USA,3849.973092,8.931473456
Texas,US,5/10/2020 2:32:34 AM,31.0545,-97.5635,38394,1066,20141,17187,48,167.0425639,489294,null,2.776475491,84000048,USA,2128.794194,null
Utah,US,5/10/2020 2:32:34 AM,40.15,-111.8624,6103,66,2901,3136,49,212.9536387,143294,498,1.08143536,84000049,USA,4999.996511,8.15992135
Vermont,US,5/10/2020 2:32:34 AM,44.0459,-72.7107,921,53,744,124,50,150.8374673,19527,null,5.754614549,84000050,USA,3198.049103,null
Virgin Islands,US,5/10/2020 2:32:34 AM,18.3358,-64.8963,68,4,57,7,78,63.39262408,1092,null,5.882352941,850,VIR,1018.010963,null
Virginia,US,5/10/2020 2:32:34 AM,37.7693,-78.17,23196,827,3124,19245,51,293.3517806,137149,4717,3.565269874,84000051,USA,1734.475916,20.33540266
Washington,US,5/10/2020 2:32:34 AM,47.4009,-121.4905,16674,921,null,15753,53,220.8651466,235835,3450,5.523569629,84000053,USA,3123.889399,20.69089601
West Virginia,US,5/10/2020 2:32:34 AM,38.4912,-80.9545,1323,52,761,510,54,100.0001512,60997,null,3.930461073,84000054,USA,4610.513395,null
Wisconsin,US,5/10/2020 2:32:34 AM,44.2685,-89.6165,9939,398,4875,4666,55,192.0738937,111874,1806,4.004427005,84000055,USA,2161.995651,18.17084214
Wyoming,US,5/10/2020 2:32:34 AM,42.756,-107.3025,653,7,438,208,56,131.3249135,12047,64,1.071975498,84000056,USA,2422.773711,9.800918836
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
