Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
New Jersey,US,5/6/2020 2:32:35 AM,40.2989,-74.521,130593,8244,15642,106707,34,1470.279289,287623,null,6.312742643,84000034,USA,3238.199138,null
New Mexico,US,5/6/2020 2:32:35 AM,34.8405,-106.2485,4138,162,842,3134,35,248.1510111,81720,667,3.914934751,84000035,USA,4900.652641,16.11889802
New York,US,5/6/2020 2:32:35 AM,42.1657,-74.9481,321192,25124,58950,237118,36,1904.937571,1028899,69867,7.82211263,84000036,USA,6102.232812,21.75240977
North Carolina,US,5/6/2020 2:32:35 AM,35.6301,-79.8064,12510,472,null,12038,37,126.135891,151800,null,3.772981615,84000037,USA,1530.569805,null
North Dakota,US,5/6/2020 2:32:35 AM,47.5289,-99.784,1266,25,559,682,38,208.7668902,36421,95,1.974723539,84000038,USA,6005.923307,7.503949447
Northern Mariana Islands,US,5/6/2020 2:32:35 AM,15.0979,145.6739,14,2,12,0,69,25.38807486,1797,null,14.28571429,580,MNP,3258.740751,null
Ohio,US,5/6/2020 2:32:35 AM,40.3888,-82.7649,20969,1135,null,19834,39,187.6612021,160735,3956,5.412752158,84000039,USA,1438.491264,18.86594497
Oklahoma,US,5/6/2020 2:32:35 AM,35.5653,-96.9289,4127,247,2830,1050,40,112.8325032,79417,773,5.984976981,84000040,USA,2171.266999,18.73031258
Oregon,US,5/6/2020 2:32:35 AM,44.572,-122.0709,2839,113,860,1866,41,70.8497023,65424,622,3.980274745,84000041,USA,1632.712548,21.90912293
Pennsylvania,US,5/6/2020 2:32:35 AM,40.5908,-77.2098,53864,3179,null,50685,42,427.9166859,250882,null,5.901901084,84000042,USA,1993.104745,null
Puerto Rico,US,5/6/2020 2:32:35 AM,18.2208,-66.5901,1924,99,null,1825,72,65.58923955,11237,null,5.145530146,630,PRI,383.0697946,null
Rhode Island,US,5/6/2020 2:32:35 AM,41.6809,-71.5118,9933,355,639,8939,44,937.6407098,76435,1092,3.573945434,84000044,USA,7215.198596,10.99365751
South Carolina,US,5/6/2020 2:32:35 AM,33.8569,-80.945,6841,296,3622,2923,45,135.7348003,67771,1110,4.326852799,84000045,USA,1344.669368,16.225698
South Dakota,US,5/6/2020 2:32:35 AM,44.2998,-99.4388,2721,24,1895,802,46,369.7553445,19022,220,0.882028666,84000046,USA,2584.890174,8.085262771
Tennessee,US,5/6/2020 2:32:35 AM,35.7478,-86.6923,13690,226,6356,7108,47,208.532339,218862,1156,1.650840029,84000047,USA,3333.806047,8.444119795
Texas,US,5/6/2020 2:32:35 AM,31.0545,-97.5635,33912,925,16791,16196,48,147.5425178,427210,null,2.72764803,84000048,USA,1858.682443,null
Utah,US,5/6/2020 2:32:35 AM,40.15,-111.8624,5449,56,2387,3006,49,190.1334389,126715,456,1.027711507,84000049,USA,4421.500955,8.368507983
Vermont,US,5/6/2020 2:32:35 AM,44.0459,-72.7107,907,52,null,855,50,148.5446068,17518,null,5.733186329,84000050,USA,2869.023618,null
Virgin Islands,US,5/6/2020 2:32:35 AM,18.3358,-64.8963,66,4,51,11,78,61.52813514,1039,null,6.060606061,850,VIR,968.6020062,null
Virginia,US,5/6/2020 2:32:35 AM,37.7693,-78.17,20257,713,2617,16927,51,256.1832652,113708,4113,3.519770943,84000051,USA,1438.025706,20.30409241
Washington,US,5/6/2020 2:32:35 AM,47.4009,-121.4905,15594,862,null,14732,53,206.5593796,216320,null,5.52776709,84000053,USA,2865.392138,null
West Virginia,US,5/6/2020 2:32:35 AM,38.4912,-80.9545,1246,48,630,568,54,94.18003655,54823,null,3.852327448,84000054,USA,4143.846022,null
Wisconsin,US,5/6/2020 2:32:35 AM,44.2685,-89.6165,8566,353,4131,4082,55,165.5402931,92533,1663,4.120943264,84000055,USA,1788.225536,19.41396218
Wyoming,US,5/6/2020 2:32:35 AM,42.756,-107.3025,604,7,405,192,56,121.4705173,10915,60,1.158940397,84000056,USA,2195.117046,9.933774834
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
