Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,5/2/2020 2:32:31 AM,32.3182,-86.9023,7294,289,0,7005,1,155.5589726,91933,1008,3.96216068,84000001,USA,1960.653006,13.81957774
Alaska,US,5/2/2020 2:32:31 AM,61.3707,-152.4044,364,9,254,101,2,60.89512488,20325,null,2.472527473,84000002,USA,3400.256629,null
American Samoa,US,5/2/2020 2:32:31 AM,-14.271,-170.132,0,0,0,0,60,0,57,null,null,16,ASM,102.4424435,null
Arizona,US,5/2/2020 2:32:31 AM,33.7298,-111.4312,7969,330,1528,6111,4,109.4835807,74879,1203,4.141046555,84000004,USA,1028.738993,15.09599699
Arkansas,US,5/2/2020 2:32:31 AM,34.9697,-92.3731,3337,64,1973,1300,5,128.8901197,49676,414,1.917890321,84000005,USA,1918.713092,12.40635301
California,US,5/2/2020 2:32:31 AM,36.1162,-119.6816,52026,2126,0,49900,6,132.6902094,654985,null,4.086418329,84000006,USA,1670.51276,null
Colorado,US,5/2/2020 2:32:31 AM,39.0598,-105.3111,15793,821,2486,12486,8,278.6928032,72390,2697,5.198505667,84000008,USA,1277.4376,17.0771861
Connecticut,US,5/2/2020 2:32:31 AM,41.5978,-72.7554,28764,2339,4346,22079,9,806.7793701,100257,7758,8.131692393,84000009,USA,2812.031682,26.97121402
Delaware,US,5/2/2020 2:32:31 AM,39.3185,-75.5071,4918,159,1403,3356,10,505.0505051,22585,null,3.233021553,84000010,USA,2319.350479,null
Diamond Princess,US,5/2/2020 2:32:31 AM,null,null,49,0,0,49,88888,null,null,null,0,84088888,USA,null,null
District of Columbia,US,5/2/2020 2:32:31 AM,38.8974,-77.0268,4658,231,666,3761,11,660.0080198,21135,null,4.959209961,84000011,USA,2994.690747,null
Florida,US,5/2/2020 2:32:31 AM,27.7663,-81.6868,34728,1314,0,33414,12,163.5597628,402699,5795,3.783690394,84000012,USA,1896.606568,16.68682331
Georgia,US,5/2/2020 2:32:31 AM,33.0406,-83.6431,27489,1169,0,26320,13,271.1109038,168367,5269,4.252610135,84000013,USA,1660.523465,19.16766707
Grand Princess,US,5/2/2020 2:32:31 AM,null,null,103,3,0,100,99999,null,null,null,2.912621359,84099999,USA,null,null
Guam,US,5/2/2020 2:32:31 AM,13.4443,144.7937,145,5,131,9,66,88.29134927,3005,null,3.448275862,316,GUM,1829.7621,null
Hawaii,US,5/2/2020 2:32:31 AM,21.0943,-157.4983,619,16,526,77,15,43.72129686,31094,70,2.584814216,84000015,USA,2196.235872,11.3085622
Idaho,US,5/2/2020 2:32:31 AM,44.2405,-114.4788,2015,63,1175,777,16,125.1166565,29225,178,3.126550868,84000016,USA,1814.657215,8.833746898
Illinois,US,5/2/2020 2:32:31 AM,40.3495,-88.9861,56055,2457,0,53598,17,477.647047,284688,null,4.383195076,84000017,USA,2425.838596,null
Indiana,US,5/2/2020 2:32:31 AM,39.8494,-86.2583,18630,1175,0,17455,18,284.6885251,99639,null,6.307031669,84000018,USA,1522.602252,null
Iowa,US,5/2/2020 2:32:31 AM,42.0115,-93.2105,7884,170,2899,4815,19,300.8341623,45592,null,2.156265855,84000019,USA,1739.67924,null
Kansas,US,5/2/2020 2:32:31 AM,38.5266,-96.7265,4634,140,280,4214,20,190.0357927,33034,534,3.021148036,84000020,USA,1354.691924,11.5235218
Kentucky,US,5/2/2020 2:32:31 AM,37.6681,-84.6701,4882,246,1675,2961,21,142.610806,56612,1375,5.038918476,84000021,USA,1653.724488,28.1646866
Louisiana,US,5/2/2020 2:32:31 AM,31.1695,-91.8678,28711,1970,17303,9438,22,624.523358,168251,null,6.861481662,84000022,USA,3659.805632,null
Maine,US,5/2/2020 2:32:31 AM,44.6939,-69.3819,1123,55,657,411,23,95.65538847,20669,177,4.897595726,84000023,USA,1760.553183,15.76135352
Maryland,US,5/2/2020 2:32:31 AM,39.0639,-76.8021,23472,1080,1517,20875,24,394.9297827,120983,4718,4.601226994,84000024,USA,2035.607954,20.10054533
Massachusetts,US,5/2/2020 2:32:31 AM,42.2302,-71.5301,64311,3716,0,60595,25,936.9629411,289636,6169,5.778171697,84000025,USA,4219.778862,9.592449192
Michigan,US,5/2/2020 2:32:31 AM,43.3266,-84.5361,42356,3866,8342,30148,26,531.6257448,190505,null,9.127396355,84000026,USA,2391.098369,null
Minnesota,US,5/2/2020 2:32:31 AM,45.6945,-93.9002,5730,370,2282,3078,27,115.8407471,74829,1096,6.457242583,84000027,USA,1512.783117,19.12739965
Mississippi,US,5/2/2020 2:32:31 AM,32.7416,-89.6787,7212,281,3413,3518,28,249.1014456,71548,1226,3.896283971,84000028,USA,2471.257658,16.99944537
Missouri,US,5/2/2020 2:32:31 AM,38.4561,-92.2884,8067,360,0,7707,29,137.6748968,82425,null,4.462625511,84000029,USA,1406.700554,null
Montana,US,5/2/2020 2:32:31 AM,46.9219,-110.4544,453,16,397,40,30,52.31025408,14203,61,3.53200883,84000030,USA,1640.093904,13.46578366
Nebraska,US,5/2/2020 2:32:31 AM,41.1254,-98.2681,5008,73,0,4935,31,328.3348806,27385,null,1.457667732,84000031,USA,1795.417473,null
Nevada,US,5/2/2020 2:32:31 AM,38.3135,-117.0554,5248,246,182,4820,32,173.9651016,43595,null,4.6875,84000032,USA,1445.12359,null
New Hampshire,US,5/2/2020 2:32:31 AM,43.4525,-71.5639,2310,81,980,1249,33,173.9263998,22049,262,3.506493506,84000033,USA,1660.13125,11.34199134
