Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Tennessee,US,5/17/2020 2:32,35.7478,-86.6923,17263,295,9529,7439,47,252.7831331,320201,1474,1.708857093,84000047,USA,4688.722238,8.53849273
Texas,US,5/17/2020 2:32,31.0545,-97.5635,47452,1318,26601,19533,48,163.6508303,678471,null,2.777543623,84000048,USA,2339.887517,null
Utah,US,5/17/2020 2:32,40.15,-111.8624,7068,78,3896,3094,49,220.4645226,166774,578,1.103565365,84000049,USA,5202.002022,8.17770232
Vermont,US,5/17/2020 2:32,44.0459,-72.7107,934,53,804,77,50,149.6821258,22276,null,5.674518201,84000050,USA,3569.934726,null
Virgin Islands,US,5/17/2020 2:32,18.3358,-64.8963,69,6,61,2,78,64.32486855,1263,null,8.695652174,850,VIR,1177.424768,null
Virginia,US,5/17/2020 2:32,37.7693,-78.17,29683,1003,3909,24771,51,347.7585839,185568,5414,3.379038507,84000051,USA,2174.06815,18.23939629
Washington,US,5/17/2020 2:32,47.4009,-121.4905,18288,999,null,17289,53,240.1609583,273303,null,5.462598425,84000053,USA,3589.058966,null
West Virginia,US,5/17/2020 2:32,38.4912,-80.9545,1470,64,889,517,54,82.02452143,73393,null,4.353741497,84000054,USA,4095.255579,null
Wisconsin,US,5/17/2020 2:32,44.2685,-89.6165,12187,453,6542,5192,55,209.3110888,146393,2018,3.717075572,84000055,USA,2514.292133,16.55862805
Wyoming,US,5/17/2020 2:32,42.756,-107.3025,741,7,496,238,56,128.0325662,16394,69,0.944669366,84000056,USA,2832.612538,9.311740891
