Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,5/9/2020 2:32:39 AM,32.3182,-86.9023,9385,383,null,9002,1,200.1536822,120114,1207,4.080980288,84000001,USA,2561.668554,12.86094832
Alaska,US,5/9/2020 2:32:39 AM,61.3707,-152.4044,377,10,305,62,2,63.06995077,25473,null,2.652519894,84000002,USA,4261.487681,null
American Samoa,US,5/9/2020 2:32:39 AM,-14.271,-170.132,0,0,null,0,60,0,83,null,null,16,ASM,149.1705757,null
Arizona,US,5/9/2020 2:32:39 AM,33.7298,-111.4312,10526,517,1747,8262,4,144.6133982,119907,1482,4.911647349,84000004,USA,1647.364501,14.07942238
Arkansas,US,5/9/2020 2:32:39 AM,34.9697,-92.3731,3747,88,2159,1500,5,144.7261848,63994,466,2.348545503,84000005,USA,2471.739383,12.43661596
California,US,5/9/2020 2:32:39 AM,36.1162,-119.6816,63779,2613,null,61166,6,162.6657607,875272,null,4.096959814,84000006,USA,2232.345846,null
Colorado,US,5/9/2020 2:32:39 AM,39.0598,-105.3111,18827,960,2869,14998,8,332.2325971,94536,3557,5.099059861,84000008,USA,1668.239273,18.89307909
Connecticut,US,5/9/2020 2:32:39 AM,41.5978,-72.7554,32411,2874,5413,24124,9,909.0712753,120541,9389,8.867359847,84000009,USA,3380.962038,28.96856006
Delaware,US,5/9/2020 2:32:39 AM,39.3185,-75.5071,6111,213,2288,3610,10,627.5647898,28264,null,3.485517919,84000010,USA,2902.551337,null
Diamond Princess,US,5/9/2020 2:32:39 AM,null,null,49,0,null,49,88888,null,null,null,0,84088888,USA,null,null
District of Columbia,US,5/9/2020 2:32:39 AM,38.8974,-77.0268,5899,304,825,4770,11,835.8495726,27115,null,5.153415833,84000011,USA,3842.017488,null
Florida,US,5/9/2020 2:32:39 AM,27.7663,-81.6868,39199,1669,null,37530,12,184.616999,513341,7157,4.257761678,84000012,USA,2417.701341,18.25811883
Georgia,US,5/9/2020 2:32:39 AM,33.0406,-83.6431,32181,1400,null,30781,13,317.3858632,227567,5935,4.350393089,84000013,USA,2244.384846,18.44255927
Grand Princess,US,5/9/2020 2:32:39 AM,null,null,103,3,null,100,99999,null,null,null,2.912621359,84099999,USA,null,null
Guam,US,5/9/2020 2:32:39 AM,13.4443,144.7937,151,5,122,24,66,91.94478442,3777,null,3.311258278,316,GUM,2299.837422,null
Hawaii,US,5/9/2020 2:32:39 AM,21.0943,-157.4983,629,17,565,47,15,44.4276183,36618,74,2.702702703,84000015,USA,2586.407833,11.76470588
Idaho,US,5/9/2020 2:32:39 AM,44.2405,-114.4788,2178,67,1420,691,16,135.2377558,31270,206,3.076216713,84000016,USA,1941.63665,9.458218549
Illinois,US,5/9/2020 2:32:39 AM,40.3495,-88.9861,73760,3241,null,70519,17,628.5121075,399714,null,4.393980477,84000017,USA,3405.980051,null
Indiana,US,5/9/2020 2:32:39 AM,39.8494,-86.2583,23146,1447,null,21699,18,353.6983683,130128,4389,6.25162015,84000018,USA,1988.510381,18.9622397
Iowa,US,5/9/2020 2:32:39 AM,42.0115,-93.2105,11457,243,4685,6529,19,437.1711057,70261,null,2.120974077,84000019,USA,2680.98796,null
Kansas,US,5/9/2020 2:32:39 AM,38.5266,-96.7265,6667,168,332,6167,20,273.4071277,47708,608,2.519874006,84000020,USA,1956.458264,9.119544023
Kentucky,US,5/9/2020 2:32:39 AM,37.6681,-84.6701,6288,298,2177,3813,21,183.6822507,81401,1684,4.739185751,84000021,USA,2377.849697,26.78117048
Louisiana,US,5/9/2020 2:32:39 AM,31.1695,-91.8678,30855,2227,20316,8312,22,671.1597719,202416,null,7.217630854,84000022,USA,4402.964719,null
Maine,US,5/9/2020 2:32:39 AM,44.6939,-69.3819,1374,63,836,475,23,117.035177,23466,194,4.585152838,84000023,USA,1998.79728,14.11935953
Maryland,US,5/9/2020 2:32:39 AM,39.0639,-76.8021,30485,1560,2041,26884,24,512.9275062,152187,5811,5.117270789,84000024,USA,2560.633045,19.06183369
Massachusetts,US,5/9/2020 2:32:39 AM,42.2302,-71.5301,75333,4702,null,70631,25,1097.545198,366023,7434,6.241620538,84000025,USA,5332.680048,9.868185257
Michigan,US,5/9/2020 2:32:39 AM,43.3266,-84.5361,46386,4399,15659,26328,26,582.207758,260253,null,9.483464839,84000026,USA,3266.531187,null
Minnesota,US,5/9/2020 2:32:39 AM,45.6945,-93.9002,10088,534,5697,3857,27,203.9444078,101270,1549,5.293417922,84000027,USA,2047.328526,15.35487708
Mississippi,US,5/9/2020 2:32:39 AM,32.7416,-89.6787,9090,409,4421,4260,28,313.9672963,81191,1478,4.499449945,84000028,USA,2804.325495,16.25962596
Missouri,US,5/9/2020 2:32:39 AM,38.4561,-92.2884,9733,483,null,9250,29,166.1075704,108721,null,4.962498716,84000029,USA,1855.479417,null
