Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Kansas,US,5/20/2020 2:32:25 AM,38.5266,-96.7265,8353,199,465,7689,20,286.7181498,66990,740,2.382377589,84000020,USA,2299.443177,8.859092542
Kentucky,US,5/20/2020 2:32:25 AM,37.6681,-84.6701,8069,366,2826,4877,21,180.6085629,153986,1980,4.535878052,84000021,USA,3446.671231,24.53835667
Louisiana,US,5/20/2020 2:32:25 AM,31.1695,-91.8678,35038,2581,26249,6208,22,753.7008523,278073,null,7.36628803,84000022,USA,5981.615877,null
Maine,US,5/20/2020 2:32:25 AM,44.6939,-69.3819,1741,73,1088,580,23,129.5182605,23833,225,4.192992533,84000023,USA,1773.009019,12.92360712
Maryland,US,5/20/2020 2:32:25 AM,39.0639,-76.8021,41546,2081,2868,36597,24,687.2014397,208658,7199,5.008905791,84000024,USA,3451.357002,17.32778125
Massachusetts,US,5/20/2020 2:32:25 AM,42.2302,-71.5301,87925,5938,null,81987,25,1275.661396,476940,8766,6.753483082,84000025,USA,6919.692309,9.969860677
Michigan,US,5/20/2020 2:32:25 AM,43.3266,-84.5361,52350,5017,28234,19099,26,524.1889415,422904,null,9.583572111,84000026,USA,4234.605542,null
Minnesota,US,5/20/2020 2:32:25 AM,45.6945,-93.9002,17029,757,11540,4732,27,301.952326,161835,2221,4.445357919,84000027,USA,2869.60213,13.04245699
Mississippi,US,5/20/2020 2:32:25 AM,32.7416,-89.6787,11704,554,7681,3469,28,393.2598805,117760,1840,4.73342447,84000028,USA,3956.791142,15.72112098
Missouri,US,5/20/2020 2:32:25 AM,38.4561,-92.2884,11393,631,null,10762,29,185.6315056,154110,null,5.538488546,84000029,USA,2510.986687,null
Montana,US,5/20/2020 2:32:25 AM,46.9219,-110.4544,471,16,437,18,30,44.06902088,28950,65,3.397027601,84000030,USA,2708.700965,13.80042463
Nebraska,US,5/20/2020 2:32:25 AM,41.1254,-98.2681,10854,123,null,10731,31,561.1018978,69984,null,1.133222775,84000031,USA,3617.851043,null
Nevada,US,5/20/2020 2:32:25 AM,38.3135,-117.0554,7096,358,334,6404,32,230.3779419,87555,null,5.045095829,84000032,USA,2842.550832,null
New Hampshire,US,5/20/2020 2:32:25 AM,43.4525,-71.5639,3721,172,1269,2280,33,273.6610942,49474,368,4.62241333,84000033,USA,3638.567313,9.889814566
New Jersey,US,5/20/2020 2:32:25 AM,40.2989,-74.521,149356,10587,23657,115112,34,1681.522237,520182,null,7.088433006,84000034,USA,5856.461075,null
New Mexico,US,5/20/2020 2:32:25 AM,34.8405,-106.2485,6192,276,1796,4120,35,295.3030505,137620,886,4.457364341,84000035,USA,6563.243832,14.30878553
New York,US,5/20/2020 2:32:25 AM,42.1657,-74.9481,352845,28558,61886,262401,36,1813.781035,1467739,76168,8.09363885,84000036,USA,7544.834594,21.58681574
North Carolina,US,5/20/2020 2:32:25 AM,35.6301,-79.8064,19239,693,11637,6909,37,183.4367459,265008,null,3.602058319,84000037,USA,2526.753218,null
North Dakota,US,5/20/2020 2:32:25 AM,47.5289,-99.784,1994,45,1269,680,38,261.6585002,57731,135,2.256770311,84000038,USA,7575.630329,6.770310933
Northern Mariana Islands,US,5/20/2020 2:32:25 AM,15.0979,145.6739,21,2,13,6,69,38.08211229,3817,null,9.523809524,580,MNP,6921.877267,null
Ohio,US,5/20/2020 2:32:25 AM,40.3888,-82.7649,28952,1720,null,27232,39,247.6837396,277602,5117,5.940867643,84000039,USA,2374.879161,17.67408124
Oklahoma,US,5/20/2020 2:32:25 AM,35.5653,-96.9289,5489,293,4135,1061,40,138.7172158,139147,897,5.337948625,84000040,USA,3516.502901,16.34177446
Oregon,US,5/20/2020 2:32:25 AM,44.572,-122.0709,3726,140,1406,2180,41,88.34121236,99720,714,3.757380569,84000041,USA,2364.301046,19.1626409
Pennsylvania,US,5/20/2020 2:32:25 AM,40.5908,-77.2098,67311,4628,null,62683,42,525.7854854,349700,null,6.87554783,84000042,USA,2731.606784,null
Puerto Rico,US,5/20/2020 2:32:25 AM,18.2208,-66.5901,2805,124,null,2681,72,95.62256597,2805,null,4.420677362,630,PRI,95.62256597,null
Rhode Island,US,5/20/2020 2:32:25 AM,41.6809,-71.5118,12951,532,1023,11396,44,1222.52943,117246,1464,4.107790904,84000044,USA,11067.61529,11.3041464
South Carolina,US,5/20/2020 2:32:25 AM,33.8569,-80.945,9056,399,5451,3206,45,175.8885811,135063,1444,4.405918728,84000045,USA,2623.23757,15.94522968
South Dakota,US,5/20/2020 2:32:25 AM,44.2998,-99.4388,4085,46,2914,1125,46,461.7598419,29709,327,1.126070991,84000046,USA,3358.24312,8.004895961
Tennessee,US,5/20/2020 2:32:25 AM,35.7478,-86.6923,18412,305,10969,7138,47,269.6080082,346123,1498,1.656528351,84000047,USA,5068.299622,8.135998262
Texas,US,5/20/2020 2:32:25 AM,31.0545,-97.5635,50552,1388,29359,19805,48,174.342004,744937,null,2.745687609,84000048,USA,2569.113179,null
Utah,US,5/20/2020 2:32:25 AM,40.15,-111.8624,7518,88,4183,3247,49,234.5008887,174022,595,1.170524076,84000049,USA,5428.081092,7.91433892
Vermont,US,5/20/2020 2:32:25 AM,44.0459,-72.7107,944,54,820,70,50,151.2847182,24591,null,5.720338983,84000050,USA,3940.934856,null
Virgin Islands,US,5/20/2020 2:32:25 AM,18.3358,-64.8963,69,6,61,2,78,64.32486855,1367,null,8.695652174,850,VIR,1274.378193,null
Virginia,US,5/20/2020 2:32:25 AM,37.7693,-78.17,32145,1042,4271,26832,51,376.6027584,202789,5768,3.241561674,84000051,USA,2375.825067,17.94369264
Washington,US,5/20/2020 2:32:25 AM,47.4009,-121.4905,18811,1031,null,17780,53,247.0290784,289135,null,5.480835681,84000053,USA,3796.967338,null
West Virginia,US,5/20/2020 2:32:25 AM,38.4912,-80.9545,1502,68,922,512,54,83.81008924,78301,null,4.527296937,84000054,USA,4369.117042,null
Wisconsin,US,5/20/2020 2:32:25 AM,44.2685,-89.6165,12885,467,7371,5047,55,221.2992024,161122,2110,3.624369422,84000055,USA,2767.261939,16.37563058
Wyoming,US,5/20/2020 2:32:25 AM,42.756,-107.3025,776,10,504,262,56,134.0799884,17850,73,1.288659794,84000056,USA,3084.1853,9.407216495
